status,size,reason,file
C,101,content,E:\football_v\37_MODEL_INTELLIGENCE_CONNECTOR\registry\37_MODEL_INTELLIGENCE_CONNECTOR_registry.json
D,94,,E:\football_v\38_HANDICAP_VALUE_ENGINE\registry\38_HANDICAP_VALUE_ENGINE_registry.json
D,96,,E:\football_v\39_MARKET_SENTIMENT_ENGINE\registry\39_MARKET_SENTIMENT_ENGINE_registry.json
D,96,,E:\football_v\40_MATCH_PREDICTION_ENGINE\registry\40_MATCH_PREDICTION_ENGINE_registry.json
C,831,content,E:\football_v\40_MODEL_TRAINING_PIPELINE\config\training_config_V4.0.json
C,691,content,E:\football_v\40_MODEL_TRAINING_PIPELINE\reports\TRAINING_EXECUTION_STATUS_V4.0.json
B,256,content|engine|train,E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\dixon_coles_trainer_V4.0.py
B,1617,content|model|rating|train,E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\elo_trainer_V4.0.py
B,249,content|engine|train,E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\fusion_trainer_V4.0.py
B,248,content|engine|train,E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\poisson_trainer_V4.0.py
C,280,content,E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\train_all_models_V4.0.json
B,1872,content|model|engine|train,E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\train_all_models_V4.0.py
B,248,content|engine|train,E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\xgboost_trainer_V4.0.py
C,189,content,E:\football_v\41_MATCH_INPUT_SERVICE\lineup_input.py
C,198,content|feature,E:\football_v\42_REAL_FEATURE_GENERATOR\feature_builder.py
D,96,,E:\football_v\42_REAL_FEATURE_GENERATOR\feature_registry.json
B,212,content|predict|engine,E:\football_v\43_AI_PREDICTION_REPORT_ENGINE\module.py
B,219,content|predict|runtime,E:\football_v\44_PRODUCTION_PREDICTION_RUNTIME\module.py
C,103,content,E:\football_v\44_PRODUCTION_PREDICTION_RUNTIME\production_registry.json
D,26,,E:\football_v\44_REAL_DATA_CONNECTOR\football_db_connector.py
D,26,,E:\football_v\49_LIVE_PREDICTION_ENGINE\live_predictor.py
C,146,content,E:\football_v\50_MODEL_REGISTRY\models\elo_model_V4.0.json
C,42,predict,E:\football_v\53_REAL_MATCH_QUERY_ENGINE\database_reader.py
C,34,runtime,E:\football_v\58_REAL_PREDICTION_CONTROLLER\match_scheduler.py
C,34,runtime,E:\football_v\63_REAL_MATCH_EXECUTION_ENGINE\execution_controller.py
D,26,,E:\football_v\68_MATCH_REQUEST_GATEWAY\match_request.py
C,39,odds,E:\football_v\68_REAL_ODDS_CONNECTOR\module.py
C,45,feature|engine,E:\football_v\69_LIVE_MATCH_FEATURE_ENGINE\module.py
C,38,predict,E:\football_v\70_AI_PREDICTION_CORE\module.py
C,44,engine,E:\football_v\71_SCORE_PROBABILITY_ENGINE\module.py
C,44,engine,E:\football_v\72_HANDICAP_DECISION_ENGINE\module.py
C,47,engine,E:\football_v\73_MARKET_GAME_ANALYSIS_ENGINE\module.py
D,39,,E:\football_v\74_FINAL_MATCH_ADVISOR\module.py
D,42,,E:\football_v\75_AUTO_LEARNING_FEEDBACK\module.py
C,47,model|feature,E:\football_v\76_MODEL_FEATURE_INTEGRATION\module.py
C,40,engine|runtime,E:\football_v\77_ELO_RUNTIME_ENGINE\module.py
C,48,engine|runtime,E:\football_v\78_DIXON_COLES_RUNTIME_ENGINE\module.py
C,44,engine|runtime,E:\football_v\79_POISSON_RUNTIME_ENGINE\module.py
C,44,engine|runtime,E:\football_v\80_XGBOOST_RUNTIME_ENGINE\module.py
C,44,model|predict,E:\football_v\81_MODEL_FUSION_PREDICTOR\module.py
C,53,runtime,E:\football_v\82_PROBABILITY_CALIBRATION_RUNTIME\module.py
C,38,engine|bet,E:\football_v\83_VALUE_BET_ENGINE\module.py
C,47,engine,E:\football_v\84_KELLY_OPTIMIZATION_ENGINE\module.py
C,43,engine,E:\football_v\85_FINAL_DECISION_ENGINE\module.py
C,41,engine|odds,E:\football_v\86_REAL_TIME_ODDS_ENGINE\module.py
D,44,,E:\football_v\87_MARKET_MOVEMENT_ANALYZER\module.py
C,40,engine,E:\football_v\87_MATCH_CONTEXT_ENGINE\module.py
C,46,predict|engine,E:\football_v\88_HANDICAP_PREDICTION_ENGINE\module.py
C,48,engine,E:\football_v\88_TEAM_STRENGTH_DYNAMIC_ENGINE\module.py
C,40,engine,E:\football_v\89_PLAYER_IMPACT_ENGINE\module.py
C,43,engine,E:\football_v\89_SCORE_SIMULATION_ENGINE\module.py
C,45,engine,E:\football_v\90_AI_MATCH_SELECTION_ENGINE\module.py
C,43,engine,E:\football_v\90_FATIGUE_ANALYSIS_ENGINE\module.py
C,45,engine,E:\football_v\91_CONFIDENCE_RANKING_ENGINE\module.py
C,37,engine,E:\football_v\91_FORM_TREND_ENGINE\module.py
C,41,engine,E:\football_v\92_MARKET_EMOTION_ENGINE\module.py
C,39,engine,E:\football_v\92_RISK_CONTROL_ENGINE\module.py
C,39,engine,E:\football_v\93_CAPITAL_FLOW_ENGINE\module.py
C,40,engine|bet,E:\football_v\93_PORTFOLIO_BET_ENGINE\module.py
C,47,engine,E:\football_v\94_HANDICAP_PENETRATION_ENGINE\module.py
C,39,engine,E:\football_v\94_MATCH_REVIEW_ENGINE\module.py
C,41,model|engine,E:\football_v\95_MODEL_FEEDBACK_ENGINE\module.py
C,46,predict,E:\football_v\96_AI_PREDICTION_ORCHESTRATOR\module.py
C,42,feature,E:\football_v\96_MATCH_FEATURE_STORE\module.py
C,47,engine,E:\football_v\97_FINAL_MATCH_FORECAST_ENGINE\module.py
C,45,model,E:\football_v\97_MODEL_WEIGHT_OPTIMIZER\module.py
C,213,content,E:\football_v\97_TESTS\full_system_validation_V2.1.py
A,202,content|predict|feature|database|train,E:\football_v\97_TESTS\system_integration_test_V2.0.py
B,1554,content|model|engine|database,E:\football_v\97_TESTS\integration_test\run_integration_test_V1.5.py
C,45,engine,E:\football_v\98_AI_DECISION_REPORT_ENGINE\module.py
C,51,predict|engine,E:\football_v\98_PREDICTION_CONFIDENCE_ENGINE\module.py
C,45,engine,E:\football_v\99_AI_RISK_CONTROL_ENGINE\module.py
C,2638,content,E:\football_v\99_DOCUMENTATION\architecture\FOOTBALL_AI_OS_V4.0_ARCHITECTURE_RESPONSIBILITY_MAP_V1.0.json
C,201,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\checkpoint_after_cleanup_V1.3.json
C,168,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\checkpoint_after_delete_V1.9.json
C,189,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\checkpoint_before_cleanup_V1.2.json
C,199,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\checkpoint_before_consolidation_V1.4.json
C,346,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\cleanup_plan_V1.2.json
C,890,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\consolidation_plan_V1.4.json
D,82,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\deprecated_list_V1.2.json
C,114,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\migration_map_V1.2.json
C,154,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\CONSOLIDATION_V1.6\checkpoint_before_consolidation_V1.6.json
C,382,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\CONSOLIDATION_V1.6\consolidation_execution_report_V1.6.json
C,555,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\CONSOLIDATION_V1.6\consolidation_plan_V1.6.json
C,273,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\CONSOLIDATION_V1.6\dependency_redirect_map_V1.6.json
C,215,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\dependency_migration_V1.5\checkpoint_dependency_V1.5.json
C,224421,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\dependency_migration_V1.5\dependency_graph_V1.5.json
C,390,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\dependency_migration_V1.5\dependency_migration_report_V1.5.json
C,281,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\dependency_migration_V1.5\migration_execution_plan_V1.5.json
C,160,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\DEPRECATED_ARCHIVE_V1.7\checkpoint_after_archive_V1.7.json
C,129,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\DEPRECATED_ARCHIVE_V1.7\checkpoint_before_archive_V1.7.json
C,343,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\DEPRECATED_ARCHIVE_V1.7\reports\deprecated_move_report_V1.7.json
C,143,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V2.0\before_cleanup_checkpoint.json
D,48,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V2.0\deleted_duplicate_modules.json
C,222,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V2.0\final_duplicate_scan_report.json
D,95,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V2.0\migration_execution_report.json
C,4254,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V2.1\architecture_whitelist_V2.1.json
C,280,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V2.1\cleanup_complete_checkpoint_V2.1.json
C,29940,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V2.1\final_duplicate_scan_V2.1.json
C,205,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\cleanup_report_V3.0.json
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\analysis_report.py
C,425,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\base_exception.py
C,128,content|engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\capital_detector.py
D,76,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\command_parser.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\compare_engine.py
C,435,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\compatibility.py
D,76,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\conversation_manager.py
C,246,content|database,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\database_exception.py
C,263,content|database,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\database_governance_engine.py
C,263,content|database,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\data_lineage_engine.py
C,263,content|database,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\data_quality_engine.py
D,0,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\data_status.py
C,1921,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\data_validator.py
C,1769,content|database,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\db_connection.py
C,128,content|engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\elo_loader.py
C,253,content|database,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\error_codes.py
C,253,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\exception_handler.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\execution_controller.py
C,42,predict,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_builder.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_calculator.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_checker.py
C,72,model|engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_importance.py
C,42,predict,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_pipeline.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_processor.py
C,73,database,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_registry.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_runtime.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_validator.py
C,245,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\file_exception.py
C,2430,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\file_service.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\final_report.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\forecast_runner.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\forecast_service.py
C,338,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\formatter.py
C,42,predict,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\fusion_runner.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\fusion_runtime.py
C,128,content|engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\handicap_value.py
C,549,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\handlers.py
C,1708,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\hash_service.py
D,72,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\health_monitor.py
C,64,engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\inference_controller.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\inference_engine.py
B,257,content|model|engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\kelly_engine.py
D,72,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\learning_scheduler.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\live_feature.py
C,736,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\logger.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\market_risk.py
C,128,content|engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\market_sentiment.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\match_executor.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\match_loader.py
C,128,content|engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\match_predictor.py
C,42,predict,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\match_query.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\match_report.py
C,231,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_api.py
C,128,content|engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_connector.py
C,42,predict,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_executor.py
C,65,model,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_manager.py
C,247,content|model,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_registry.py
C,42,predict,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_runner.py
C,243,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_status.py
D,72,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_update.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_validator.py
C,247,content|model,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_version_manager.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_weight_loader.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\module.py
D,76,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\module_router.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\odds_connector.py
C,189,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\odds_input.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\odds_loader.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\odds_validator.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\odds_value.py
C,64,engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\output_dispatcher.py
D,69,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\package_builder.py
C,243,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\performance.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\performance_compare.py
D,72,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\performance_monitor.py
C,128,content|engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\poisson_loader.py
C,243,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction.py
C,231,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_api.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_controller.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_db.py
B,257,content|model|engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_engine.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_executor.py
D,63,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_monitor.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_output.py
C,42,predict,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_pipeline.py
B,212,content|predict|engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_report.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_runner.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_runtime.py
C,42,predict,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_storage.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\probability_checker.py
C,64,engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\production_pipeline.py
D,0,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\quality__init__.py
D,71,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\release_checker.py
D,69,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\release_manager.py
C,231,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\report_api.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\report_exporter.py
B,257,content|model|engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\report_generator.py
D,76,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\report_viewer.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\report_writer.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\request_validator.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\result_repository.py
C,42,predict,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\result_writer.py
C,34,runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\risk_analyzer.py
C,128,content|engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\risk_detector.py
B,257,content|model|engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\risk_engine.py
C,42,predict,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\risk_filter.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\risk_report.py
C,65,model,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\rollback_manager.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\runtime_controller.py
B,219,content|predict|runtime,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\runtime_engine.py
C,416,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\schema_validator.py
C,128,content|engine,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\score_predictor.py
D,26,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\score_report.py
D,65,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\service_gateway.py
D,0,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\setup_logger_module.py
D,63,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\system_dashboard.py
C,73,database,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\system_registry.py
D,71,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\system_validator.py
D,0,,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\task_queue_init.py
C,231,content,E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\test_api.py
