module,path,capability
test_phase3_5_controller_upgrade.py,E:\football_v\11_System_Intelligence\tests\test_phase3_5_controller_upgrade.py,RUNTIME_LAYER|DATA_LAYER
test_phase3_6_self_learning.py,E:\football_v\11_System_Intelligence\tests\test_phase3_6_self_learning.py,MODEL_LAYER|RUNTIME_LAYER
test_phase3_7_evolution.py,E:\football_v\11_System_Intelligence\tests\test_phase3_7_evolution.py,VALUE_LAYER|RUNTIME_LAYER|PREDICTION_LAYER
test_phase3_8_knowledge.py,E:\football_v\11_System_Intelligence\tests\test_phase3_8_knowledge.py,FEATURE_LAYER
test_phase3_9_risk.py,E:\football_v\11_System_Intelligence\tests\test_phase3_9_risk.py,RUNTIME_LAYER|PREDICTION_LAYER
test_phase3_system_intelligence.py,E:\football_v\11_System_Intelligence\tests\test_phase3_system_intelligence.py,RUNTIME_LAYER|PREDICTION_LAYER
test_phase4_market_core.py,E:\football_v\11_System_Intelligence\tests\test_phase4_market_core.py,
test_phase4_prediction_core.py,E:\football_v\11_System_Intelligence\tests\test_phase4_prediction_core.py,MODEL_LAYER|RUNTIME_LAYER|PREDICTION_LAYER
test_phase5_1_agents.py,E:\football_v\11_System_Intelligence\tests\test_phase5_1_agents.py,
test_phase5_2_weight.py,E:\football_v\11_System_Intelligence\tests\test_phase5_2_weight.py,MODEL_LAYER|RUNTIME_LAYER
test_phase5_3_simulation.py,E:\football_v\11_System_Intelligence\tests\test_phase5_3_simulation.py,RUNTIME_LAYER|PREDICTION_LAYER
test_phase5_4_strategy.py,E:\football_v\11_System_Intelligence\tests\test_phase5_4_strategy.py,
test_phase6_backtest.py,E:\football_v\11_System_Intelligence\tests\test_phase6_backtest.py,RUNTIME_LAYER
test_phase6_feedback.py,E:\football_v\11_System_Intelligence\tests\test_phase6_feedback.py,MODEL_LAYER|RUNTIME_LAYER
test_phase6_training.py,E:\football_v\11_System_Intelligence\tests\test_phase6_training.py,MODEL_LAYER
module.py,E:\football_v\120_AI_REPORT_SERVICE\module.py,RUNTIME_LAYER|PREDICTION_LAYER
data_registry.py,E:\football_v\121_DATABASE_GOVERNANCE_LAYER\data_registry.py,DATA_LAYER
module.py,E:\football_v\121_RESULT_FEEDBACK_ENGINE\module.py,RUNTIME_LAYER|DATA_LAYER
module.py,E:\football_v\122_ERROR_ANALYSIS_ENGINE\module.py,RUNTIME_LAYER
metadata_manager.py,E:\football_v\122_MODEL_STORE_LAYER\metadata_manager.py,MODEL_LAYER
decision_executor.py,E:\football_v\123_EXECUTION_ENGINE\decision_executor.py,RUNTIME_LAYER
module.py,E:\football_v\123_MODEL_WEIGHT_UPDATE_ENGINE\module.py,MODEL_LAYER|RUNTIME_LAYER
module.py,E:\football_v\124_AUTO_BACKTEST_ENGINE\module.py,RUNTIME_LAYER
model_monitor.py,E:\football_v\124_DASHBOARD_LAYER\model_monitor.py,
module.py,E:\football_v\125_AI_VERSION_MANAGER\module.py,
deployment_validator.py,E:\football_v\125_PRODUCT_RELEASE_LAYER\deployment_validator.py,
explanation_engine.py,E:\football_v\126_MODEL_EXPLANATION_ENGINE\explanation_engine.py,MODEL_LAYER|RUNTIME_LAYER
feedback_processor.py,E:\football_v\127_AUTONOMOUS_LEARNING_LOOP\feedback_processor.py,
alert_manager.py,E:\football_v\128_SYSTEM_MONITORING_CENTER\alert_manager.py,
api_router.py,E:\football_v\129_API_GATEWAY_LAYER\api_router.py,
error_analyzer.py,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\error_analysis\error_analyzer.py,PREDICTION_LAYER
experience_manager.py,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\experience_database\experience_manager.py,DATA_LAYER
feature_optimizer.py,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\feature_optimizer\feature_optimizer.py,FEATURE_LAYER|DATA_LAYER
collector.py,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\feedback_collector\collector.py,DATA_LAYER
improvement.py,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\improvement_engine\improvement.py,RUNTIME_LAYER|DATA_LAYER
learning_engine.py,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\model_learning\learning_engine.py,MODEL_LAYER|RUNTIME_LAYER|DATA_LAYER
reflection_engine.py,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\self_reflection\reflection_engine.py,DATA_LAYER
optimizer.py,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\weight_optimizer\optimizer.py,DATA_LAYER
module.py,E:\football_v\130_FINAL_SYSTEM_VALIDATION\module.py,
module.py,E:\football_v\131_USER_INTERFACE_LAYER\module.py,
module.py,E:\football_v\132_NATURAL_LANGUAGE_ENGINE\module.py,RUNTIME_LAYER
module.py,E:\football_v\133_CONVERSATION_MEMORY_LAYER\module.py,
module.py,E:\football_v\134_COMMAND_ROUTER_ENGINE\module.py,RUNTIME_LAYER
module.py,E:\football_v\135_API_GATEWAY_CONNECTOR\module.py,
module.py,E:\football_v\136_MODULE_DISPATCH_ENGINE\module.py,RUNTIME_LAYER
module.py,E:\football_v\137_REPORT_PRESENTATION_LAYER\module.py,
module.py,E:\football_v\138_LOCAL_CHAT_RUNTIME\module.py,RUNTIME_LAYER
module.py,E:\football_v\139_SYSTEM_HEALTH_INTERFACE\module.py,
exporter.py,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\export_engine\exporter.py,RUNTIME_LAYER|DATA_LAYER
market_report.py,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\market_report\market_report.py,MARKET_LAYER|DATA_LAYER
match_report.py,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\match_report_generator\match_report.py,DATA_LAYER
model_report.py,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\model_report\model_report.py,MODEL_LAYER|DATA_LAYER
post_match.py,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\post_match_report\post_match.py,VALUE_LAYER|DATA_LAYER
probability_report.py,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\probability_report\probability_report.py,MODEL_LAYER|PREDICTION_LAYER|DATA_LAYER
risk_report.py,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\risk_report\risk_report.py,DATA_LAYER
visualizer.py,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\visualization_engine\visualizer.py,RUNTIME_LAYER|DATA_LAYER
module.py,E:\football_v\140_FINAL_INTERFACE_VALIDATION\module.py,
module.py,E:\football_v\141_REAL_CHAT_EXECUTION_ENGINE\module.py,RUNTIME_LAYER
module.py,E:\football_v\142_DATABASE_QUERY_RUNTIME\module.py,RUNTIME_LAYER|DATA_LAYER
module.py,E:\football_v\143_MODEL_CALL_ORCHESTRATOR\module.py,MODEL_LAYER|RUNTIME_LAYER
module.py,E:\football_v\144_MATCH_ANALYSIS_EXECUTOR\module.py,RUNTIME_LAYER
module.py,E:\football_v\145_REPORT_GENERATION_RUNTIME\module.py,RUNTIME_LAYER
module.py,E:\football_v\146_HISTORY_CONVERSATION_STORE\module.py,RUNTIME_LAYER|FEATURE_LAYER
module.py,E:\football_v\147_TASK_SCHEDULER_ENGINE\module.py,RUNTIME_LAYER
module.py,E:\football_v\148_RUNTIME_ERROR_HANDLER\module.py,RUNTIME_LAYER
module.py,E:\football_v\149_SYSTEM_LOG_MANAGER\module.py,RUNTIME_LAYER
alert_manager.py,E:\football_v\14_SYSTEM_MONITORING_LAYER\alert_engine\alert_manager.py,
system_dashboard.py,E:\football_v\14_SYSTEM_MONITORING_LAYER\dashboard\system_dashboard.py,
database_checker.py,E:\football_v\14_SYSTEM_MONITORING_LAYER\database_monitor\database_checker.py,DATA_LAYER
error_collector.py,E:\football_v\14_SYSTEM_MONITORING_LAYER\error_monitor\error_collector.py,
health_checker.py,E:\football_v\14_SYSTEM_MONITORING_LAYER\health_monitor\health_checker.py,DATA_LAYER
model_checker.py,E:\football_v\14_SYSTEM_MONITORING_LAYER\model_monitor\model_checker.py,MODEL_LAYER|DATA_LAYER
performance_checker.py,E:\football_v\14_SYSTEM_MONITORING_LAYER\performance_monitor\performance_checker.py,FEATURE_LAYER
resource_checker.py,E:\football_v\14_SYSTEM_MONITORING_LAYER\resource_monitor\resource_checker.py,
module.py,E:\football_v\150_FINAL_RUNTIME_VALIDATION\module.py,RUNTIME_LAYER
scheduler.py,E:\football_v\15_API_INTEGRATION_LAYER\api_scheduler\scheduler.py,DATA_LAYER
sync_manager.py,E:\football_v\15_API_INTEGRATION_LAYER\data_sync_engine\sync_manager.py,DATA_LAYER
football_data_client.py,E:\football_v\15_API_INTEGRATION_LAYER\football_data_api\football_data_client.py,DATA_LAYER
injury_client.py,E:\football_v\15_API_INTEGRATION_LAYER\injury_api\injury_client.py,DATA_LAYER
news_client.py,E:\football_v\15_API_INTEGRATION_LAYER\news_api\news_client.py,DATA_LAYER
odds_client.py,E:\football_v\15_API_INTEGRATION_LAYER\odds_api\odds_client.py,MARKET_LAYER|DATA_LAYER
stats_client.py,E:\football_v\15_API_INTEGRATION_LAYER\stats_api\stats_client.py,DATA_LAYER
weather_client.py,E:\football_v\15_API_INTEGRATION_LAYER\weather_api\weather_client.py,DATA_LAYER
audit_logger.py,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\audit_logger.py,DATA_LAYER
module.py,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\module.py,DATA_LAYER
backup_engine_V1.0.py,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\backup_engine\backup_engine_V1.0.py,RUNTIME_LAYER|DATA_LAYER
database_backup_scheduler_V1.0.py,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_backup_scheduler\database_backup_scheduler_V1.0.py,DATA_LAYER
database_health_monitor_V1.0.py,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_health_monitor\database_health_monitor_V1.0.py,DATA_LAYER
database_initializer_V1.0.py,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_initializer\database_initializer_V1.0.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
database_restore_manager_V1.0.py,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_restore_manager\database_restore_manager_V1.0.py,DATA_LAYER
database_schema_manager_V1.0.py,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_schema_manager\database_schema_manager_V1.0.py,DATA_LAYER
database_version_manager_V1.0.py,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_version_manager\database_version_manager_V1.0.py,DATA_LAYER
restore_engine_V1.0.py,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\restore_engine\restore_engine_V1.0.py,RUNTIME_LAYER|DATA_LAYER
version_control_engine_V1.0.py,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\version_control_engine\version_control_engine_V1.0.py,RUNTIME_LAYER|DATA_LAYER
model_loader.py,E:\football_v\17_MODEL_STORE_LAYER\model_loader.py,MODEL_LAYER|DATA_LAYER
module.py,E:\football_v\17_MODEL_STORE_LAYER\module.py,MODEL_LAYER|MARKET_LAYER|DATA_LAYER
model_artifact_manager_V1.0.py,E:\football_v\17_MODEL_STORE_LAYER\model_artifact_manager\model_artifact_manager_V1.0.py,MODEL_LAYER|DATA_LAYER
model_cache_manager_V1.0.py,E:\football_v\17_MODEL_STORE_LAYER\model_cache_manager\model_cache_manager_V1.0.py,MODEL_LAYER|DATA_LAYER
model_deployment_manager_V1.0.py,E:\football_v\17_MODEL_STORE_LAYER\model_deployment_manager\model_deployment_manager_V1.0.py,MODEL_LAYER|DATA_LAYER
model_loader_V1.0.py,E:\football_v\17_MODEL_STORE_LAYER\model_loader\model_loader_V1.0.py,MODEL_LAYER|MARKET_LAYER|DATA_LAYER
model_metrics_manager_V1.0.py,E:\football_v\17_MODEL_STORE_LAYER\model_metrics_manager\model_metrics_manager_V1.0.py,MODEL_LAYER|DATA_LAYER
model_parameter_manager_V1.0.py,E:\football_v\17_MODEL_STORE_LAYER\model_parameter_manager\model_parameter_manager_V1.0.py,MODEL_LAYER|DATA_LAYER
model_registry_V1.0.py,E:\football_v\17_MODEL_STORE_LAYER\model_registry\model_registry_V1.0.py,MODEL_LAYER|MARKET_LAYER|DATA_LAYER
model_validator_V1.0.py,E:\football_v\17_MODEL_STORE_LAYER\model_validator\model_validator_V1.0.py,MODEL_LAYER
model_version_manager_V1.0.py,E:\football_v\17_MODEL_STORE_LAYER\model_version_manager\model_version_manager_V1.0.py,MODEL_LAYER|DATA_LAYER
fusion_engine.py,E:\football_v\18_MODEL_EXECUTION_ENGINE\fusion_engine.py,MODEL_LAYER|RUNTIME_LAYER|DATA_LAYER
module.py,E:\football_v\18_MODEL_EXECUTION_ENGINE\module.py,MODEL_LAYER|BETTING_LAYER|DATA_LAYER|PREDICTION_LAYER|MARKET_LAYER|RUNTIME_LAYER
batch_predictor_V1.0.py,E:\football_v\18_MODEL_EXECUTION_ENGINE\batch_predictor\batch_predictor_V1.0.py,PREDICTION_LAYER|DATA_LAYER
confidence_engine_V1.0.py,E:\football_v\18_MODEL_EXECUTION_ENGINE\confidence_engine\confidence_engine_V1.0.py,RUNTIME_LAYER|DATA_LAYER
execution_monitor_V1.0.py,E:\football_v\18_MODEL_EXECUTION_ENGINE\execution_monitor\execution_monitor_V1.0.py,DATA_LAYER
feature_loader_V1.0.py,E:\football_v\18_MODEL_EXECUTION_ENGINE\feature_loader\feature_loader_V1.0.py,MODEL_LAYER|MARKET_LAYER|FEATURE_LAYER|DATA_LAYER
fusion_engine_V1.0.py,E:\football_v\18_MODEL_EXECUTION_ENGINE\fusion_engine\fusion_engine_V1.0.py,MODEL_LAYER|DATA_LAYER
model_loader_V1.0.py,E:\football_v\18_MODEL_EXECUTION_ENGINE\model_loader\model_loader_V1.0.py,MODEL_LAYER|MARKET_LAYER|DATA_LAYER
output_manager_V1.0.py,E:\football_v\18_MODEL_EXECUTION_ENGINE\output_manager\output_manager_V1.0.py,FEATURE_LAYER|DATA_LAYER
prediction_pipeline_V1.0.py,E:\football_v\18_MODEL_EXECUTION_ENGINE\prediction_pipeline\prediction_pipeline_V1.0.py,RUNTIME_LAYER|PREDICTION_LAYER|DATA_LAYER
prediction_scheduler_V1.0.py,E:\football_v\18_MODEL_EXECUTION_ENGINE\prediction_scheduler\prediction_scheduler_V1.0.py,PREDICTION_LAYER|DATA_LAYER
risk_engine_V1.0.py,E:\football_v\18_MODEL_EXECUTION_ENGINE\risk_engine\risk_engine_V1.0.py,RUNTIME_LAYER|DATA_LAYER
health_api.py,E:\football_v\19_API_LAYER\health_api.py,DATA_LAYER
module.py,E:\football_v\19_API_LAYER\module.py,DATA_LAYER
api_registry_V1.0.py,E:\football_v\19_API_LAYER\api_registry\api_registry_V1.0.py,DATA_LAYER
api_server_V1.0.py,E:\football_v\19_API_LAYER\api_server\api_server_V1.0.py,
health_api_V1.0.py,E:\football_v\19_API_LAYER\health_api\health_api_V1.0.py,DATA_LAYER
model_api_V1.0.py,E:\football_v\19_API_LAYER\model_api\model_api_V1.0.py,MODEL_LAYER|DATA_LAYER
prediction_api_V1.0.py,E:\football_v\19_API_LAYER\prediction_api\prediction_api_V1.0.py,PREDICTION_LAYER|DATA_LAYER
report_api_V1.0.py,E:\football_v\19_API_LAYER\report_api\report_api_V1.0.py,DATA_LAYER
dashboard.py,E:\football_v\20_DASHBOARD_LAYER\dashboard.py,DATA_LAYER
module.py,E:\football_v\20_DASHBOARD_LAYER\module.py,DATA_LAYER
dashboard_core_V1.0.py,E:\football_v\20_DASHBOARD_LAYER\dashboard_core\dashboard_core_V1.0.py,DATA_LAYER
market_dashboard_V1.0.py,E:\football_v\20_DASHBOARD_LAYER\market_dashboard\market_dashboard_V1.0.py,MARKET_LAYER|DATA_LAYER
model_dashboard_V1.0.py,E:\football_v\20_DASHBOARD_LAYER\model_dashboard\model_dashboard_V1.0.py,MODEL_LAYER|DATA_LAYER
prediction_dashboard_V1.0.py,E:\football_v\20_DASHBOARD_LAYER\prediction_dashboard\prediction_dashboard_V1.0.py,PREDICTION_LAYER|DATA_LAYER
probability_dashboard_V1.0.py,E:\football_v\20_DASHBOARD_LAYER\probability_dashboard\probability_dashboard_V1.0.py,PREDICTION_LAYER|DATA_LAYER
report_dashboard_V1.0.py,E:\football_v\20_DASHBOARD_LAYER\report_dashboard\report_dashboard_V1.0.py,DATA_LAYER
module.py,E:\football_v\21_PRODUCT_PACKAGE\module.py,
startup.py,E:\football_v\21_PRODUCT_PACKAGE\startup.py,DATA_LAYER
environment_checker_V1.0.py,E:\football_v\21_PRODUCT_PACKAGE\environment_checker\environment_checker_V1.0.py,DATA_LAYER
installer_V1.0.py,E:\football_v\21_PRODUCT_PACKAGE\installer\installer_V1.0.py,DATA_LAYER
package_builder_V1.0.py,E:\football_v\21_PRODUCT_PACKAGE\package_builder\package_builder_V1.0.py,DATA_LAYER
release_manager_V1.0.py,E:\football_v\21_PRODUCT_PACKAGE\release_manager\release_manager_V1.0.py,DATA_LAYER
update_manager_V1.0.py,E:\football_v\21_PRODUCT_PACKAGE\update_manager\update_manager_V1.0.py,DATA_LAYER
version_registry_V1.0.py,E:\football_v\21_PRODUCT_PACKAGE\version_registry\version_registry_V1.0.py,DATA_LAYER
feature_builder.py,E:\football_v\22_AI_FEATURE_STORE_LAYER\feature_builder.py,FEATURE_LAYER
feature_pipeline.py,E:\football_v\22_AI_FEATURE_STORE_LAYER\feature_pipeline.py,RUNTIME_LAYER|FEATURE_LAYER
feature_registry.py,E:\football_v\22_AI_FEATURE_STORE_LAYER\feature_registry.py,FEATURE_LAYER
module.py,E:\football_v\22_AI_FEATURE_STORE_LAYER\module.py,FEATURE_LAYER
dixon_coles_trainer.py,E:\football_v\23_MODEL_TRAINING_ENGINE\dixon_coles_trainer.py,MODEL_LAYER|RUNTIME_LAYER
elo_trainer.py,E:\football_v\23_MODEL_TRAINING_ENGINE\elo_trainer.py,MODEL_LAYER|RUNTIME_LAYER
fusion_trainer.py,E:\football_v\23_MODEL_TRAINING_ENGINE\fusion_trainer.py,MODEL_LAYER|RUNTIME_LAYER
module.py,E:\football_v\23_MODEL_TRAINING_ENGINE\module.py,MODEL_LAYER|RUNTIME_LAYER
poisson_trainer.py,E:\football_v\23_MODEL_TRAINING_ENGINE\poisson_trainer.py,MODEL_LAYER|RUNTIME_LAYER
xgboost_trainer.py,E:\football_v\23_MODEL_TRAINING_ENGINE\xgboost_trainer.py,MODEL_LAYER|RUNTIME_LAYER
backtest_connector_V2.0.py,E:\football_v\23_MODEL_TRAINING_ENGINE\backtest_connector\backtest_connector_V2.0.py,
dataset_manager_V2.0.py,E:\football_v\23_MODEL_TRAINING_ENGINE\dataset_manager\dataset_manager_V2.0.py,FEATURE_LAYER|DATA_LAYER
evaluation_engine_V2.0.py,E:\football_v\23_MODEL_TRAINING_ENGINE\evaluation_engine\evaluation_engine_V2.0.py,VALUE_LAYER|RUNTIME_LAYER|DATA_LAYER
feature_loader_V2.0.py,E:\football_v\23_MODEL_TRAINING_ENGINE\feature_loader\feature_loader_V2.0.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
model_trainer_V2.0.py,E:\football_v\23_MODEL_TRAINING_ENGINE\model_trainer\model_trainer_V2.0.py,MODEL_LAYER|DATA_LAYER
test_training_engine_V2.0.py,E:\football_v\23_MODEL_TRAINING_ENGINE\tests\test_training_engine_V2.0.py,MODEL_LAYER|RUNTIME_LAYER
training_pipeline_V2.0.py,E:\football_v\23_MODEL_TRAINING_ENGINE\training_pipeline\training_pipeline_V2.0.py,MODEL_LAYER|RUNTIME_LAYER|DATA_LAYER
handicap_engine.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\handicap_engine.py,MARKET_LAYER|PREDICTION_LAYER|RUNTIME_LAYER
kelly_optimizer.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\kelly_optimizer.py,BETTING_LAYER|PREDICTION_LAYER
market_risk_engine.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\market_risk_engine.py,MARKET_LAYER|PREDICTION_LAYER|RUNTIME_LAYER
module.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\module.py,PREDICTION_LAYER
probability_engine.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\probability_engine.py,RUNTIME_LAYER|PREDICTION_LAYER
score_prediction_engine.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\score_prediction_engine.py,RUNTIME_LAYER|PREDICTION_LAYER
capital_flow_detector.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\market_intelligence\capital_flow_detector.py,MARKET_LAYER
market_sentiment_engine.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\market_intelligence\market_sentiment_engine.py,MARKET_LAYER|RUNTIME_LAYER
odds_tracker.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\market_intelligence\odds_tracker.py,MARKET_LAYER
prediction_report.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\output_engine\prediction_report.py,PREDICTION_LAYER
risk_filter.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\output_engine\risk_filter.py,
predictor.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_core\predictor.py,PREDICTION_LAYER|FEATURE_LAYER|DATA_LAYER
dixon_coles_predictor.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_models\dixon_coles_predictor.py,MODEL_LAYER|PREDICTION_LAYER|DATA_LAYER
elo_predictor.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_models\elo_predictor.py,MODEL_LAYER|PREDICTION_LAYER|DATA_LAYER
poisson_predictor.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_models\poisson_predictor.py,MODEL_LAYER|PREDICTION_LAYER|DATA_LAYER
xgboost_predictor.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_models\xgboost_predictor.py,MODEL_LAYER|PREDICTION_LAYER|DATA_LAYER
feature_pipeline.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_pipeline\feature_pipeline.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
prediction_pipeline.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_pipeline\prediction_pipeline.py,RUNTIME_LAYER|PREDICTION_LAYER|DATA_LAYER
test_prediction_engine_V2.0.py,E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\tests\test_prediction_engine_V2.0.py,PREDICTION_LAYER
historical_runner.py,E:\football_v\25_BACKTEST_ENGINE\historical_runner.py,RUNTIME_LAYER
module.py,E:\football_v\25_BACKTEST_ENGINE\module.py,RUNTIME_LAYER
performance_report.py,E:\football_v\25_BACKTEST_ENGINE\performance_report.py,RUNTIME_LAYER|FEATURE_LAYER
roi_calculator.py,E:\football_v\25_BACKTEST_ENGINE\roi_calculator.py,VALUE_LAYER|RUNTIME_LAYER
backtest_pipeline_V2.0.py,E:\football_v\25_BACKTEST_ENGINE\backtest_pipeline\backtest_pipeline_V2.0.py,RUNTIME_LAYER|DATA_LAYER
data_split_engine_V2.0.py,E:\football_v\25_BACKTEST_ENGINE\data_split_engine\data_split_engine_V2.0.py,MODEL_LAYER|RUNTIME_LAYER|DATA_LAYER
historical_runner_V2.0.py,E:\football_v\25_BACKTEST_ENGINE\historical_runner\historical_runner_V2.0.py,DATA_LAYER
kelly_analyzer_V2.0.py,E:\football_v\25_BACKTEST_ENGINE\kelly_analyzer\kelly_analyzer_V2.0.py,BETTING_LAYER|DATA_LAYER
roi_calculator_V2.0.py,E:\football_v\25_BACKTEST_ENGINE\roi_calculator\roi_calculator_V2.0.py,VALUE_LAYER
data_scheduler.py,E:\football_v\26_AUTOMATION_LAYER\data_scheduler.py,DATA_LAYER
model_scheduler.py,E:\football_v\26_AUTOMATION_LAYER\model_scheduler.py,MODEL_LAYER
module.py,E:\football_v\26_AUTOMATION_LAYER\module.py,
monitoring_engine.py,E:\football_v\26_AUTOMATION_LAYER\monitoring_engine.py,RUNTIME_LAYER
data_refresh_V2.0.py,E:\football_v\26_AUTOMATION_LAYER\data_refresh\data_refresh_V2.0.py,DATA_LAYER
prediction_job_V2.0.py,E:\football_v\26_AUTOMATION_LAYER\prediction_job\prediction_job_V2.0.py,PREDICTION_LAYER
report_generator_V2.0.py,E:\football_v\26_AUTOMATION_LAYER\report_generator\report_generator_V2.0.py,
scheduler_V2.0.py,E:\football_v\26_AUTOMATION_LAYER\scheduler\scheduler_V2.0.py,
confidence_engine.py,E:\football_v\27_MODEL_FUSION_ENGINE\confidence_engine.py,RUNTIME_LAYER|PREDICTION_LAYER
fusion_engine_V2.1.py,E:\football_v\27_MODEL_FUSION_ENGINE\fusion_engine_V2.1.py,MODEL_LAYER|RUNTIME_LAYER|PREDICTION_LAYER|DATA_LAYER
model_weight_engine.py,E:\football_v\27_MODEL_FUSION_ENGINE\model_weight_engine.py,MODEL_LAYER|RUNTIME_LAYER
calibration_engine.py,E:\football_v\28_PROBABILITY_CALIBRATION_ENGINE\calibration_engine.py,RUNTIME_LAYER|PREDICTION_LAYER
odds_calibrator.py,E:\football_v\28_PROBABILITY_CALIBRATION_ENGINE\odds_calibrator.py,MARKET_LAYER
decision_engine.py,E:\football_v\29_DECISION_ENGINE\decision_engine.py,RUNTIME_LAYER|PREDICTION_LAYER|DATA_LAYER
kelly_decision.py,E:\football_v\29_DECISION_ENGINE\kelly_decision.py,BETTING_LAYER
capital_flow.py,E:\football_v\30_MARKET_GAME_ENGINE\capital_flow.py,MARKET_LAYER
market_engine.py,E:\football_v\30_MARKET_GAME_ENGINE\market_engine.py,MARKET_LAYER|RUNTIME_LAYER
feedback_engine.py,E:\football_v\31_SELF_LEARNING_ENGINE\feedback_engine.py,RUNTIME_LAYER|DATA_LAYER
model_update_engine.py,E:\football_v\31_SELF_LEARNING_ENGINE\model_update_engine.py,MODEL_LAYER
pipeline_controller.py,E:\football_v\32_PRODUCTION_ORCHESTRATOR\pipeline_controller.py,RUNTIME_LAYER
production_runner.py,E:\football_v\32_PRODUCTION_ORCHESTRATOR\production_runner.py,DATA_LAYER
dixon_coles_loader.py,E:\football_v\37_MODEL_INTELLIGENCE_CONNECTOR\dixon_coles_loader.py,RUNTIME_LAYER|DATA_LAYER
dixon_coles_trainer_V4.0.py,E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\dixon_coles_trainer_V4.0.py,MODEL_LAYER|RUNTIME_LAYER|DATA_LAYER
fusion_trainer_V4.0.py,E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\fusion_trainer_V4.0.py,MODEL_LAYER|RUNTIME_LAYER|DATA_LAYER
poisson_trainer_V4.0.py,E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\poisson_trainer_V4.0.py,MODEL_LAYER|RUNTIME_LAYER|DATA_LAYER
xgboost_trainer_V4.0.py,E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\xgboost_trainer_V4.0.py,MODEL_LAYER|RUNTIME_LAYER|DATA_LAYER
football_db_connector.py,E:\football_v\44_REAL_DATA_CONNECTOR\football_db_connector.py,
live_predictor.py,E:\football_v\49_LIVE_PREDICTION_ENGINE\live_predictor.py,
database_reader.py,E:\football_v\53_REAL_MATCH_QUERY_ENGINE\database_reader.py,PREDICTION_LAYER
match_scheduler.py,E:\football_v\58_REAL_PREDICTION_CONTROLLER\match_scheduler.py,RUNTIME_LAYER
execution_controller.py,E:\football_v\63_REAL_MATCH_EXECUTION_ENGINE\execution_controller.py,RUNTIME_LAYER
match_request.py,E:\football_v\68_MATCH_REQUEST_GATEWAY\match_request.py,
module.py,E:\football_v\68_REAL_ODDS_CONNECTOR\module.py,MARKET_LAYER
