keyword,count,file
history,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\model_change_tracker.py
model,4,E:\football_v\10_AI_AUTONOMOUS_ENGINE\model_change_tracker.py
elo,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\model_self_optimizer.py
dixon,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\model_self_optimizer.py
poisson,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\model_self_optimizer.py
xgboost,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\model_self_optimizer.py
model,5,E:\football_v\10_AI_AUTONOMOUS_ENGINE\model_self_optimizer.py
form,5,E:\football_v\10_AI_AUTONOMOUS_ENGINE\monthly_performance_analyzer.py
roi,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\monthly_performance_analyzer.py
data,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\multi_cycle_learning_engine.py
engine,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\multi_cycle_learning_engine.py
history,5,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_history.py
model,3,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_history.py
ev,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_priority_engine.py
engine,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_priority_engine.py
data,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_result_predictor.py
predict,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_result_predictor.py
data,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_strategy_generator.py
engine,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_suggestion_engine.py
read,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_suggestion_v1.py
engine,4,E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_suggestion_v1.py
roi,3,E:\football_v\10_AI_AUTONOMOUS_ENGINE\parameter_effect_analyzer.py
model,3,E:\football_v\10_AI_AUTONOMOUS_ENGINE\parameter_tuner.py
strength,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\prediction_explanation_engine.py
predict,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\prediction_explanation_engine.py
prediction,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\prediction_explanation_engine.py
market,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\prediction_explanation_engine.py
value,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\prediction_explanation_engine.py
engine,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\prediction_explanation_engine.py
ev,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\release_validator.py
ev,4,E:\football_v\10_AI_AUTONOMOUS_ENGINE\risk_gate.py
ev,3,E:\football_v\10_AI_AUTONOMOUS_ENGINE\rollback_manager.py
executor,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\safe_upgrade_executor.py
engine,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\self_audit_engine.py
ev,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\strategy_confidence_evaluator.py
form,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\strategy_evolution_manager.py
ev,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\strategy_evolution_manager.py
score,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\strategy_selection_engine.py
engine,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\strategy_selection_engine.py
read,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\system_restore_manager.py
engine,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tactical_reasoning_engine.py
data,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\time_window_analyzer.py
history,3,E:\football_v\10_AI_AUTONOMOUS_ENGINE\time_window_analyzer.py
data,3,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_decision_engine.py
score,4,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_decision_engine.py
ev,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_decision_engine.py
engine,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_decision_engine.py
history,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_history_repository.py
simulation,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_simulation_engine.py
simulate,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_simulation_engine.py
engine,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\upgrade_simulation_engine.py
history,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\version_control_manager.py
data,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\virtual_validation_engine.py
engine,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\virtual_validation_engine.py
ev,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\weekly_evolution_analyzer.py
engine,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\autonomous_engine_hil_v1\__init__.py
json,4,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_hil_v1_0_full_test.py
value,3,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_hil_v1_0_full_test.py
ev,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_hil_v1_0_full_test.py
engine,4,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_hil_v1_0_full_test.py
json,3,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_4_full_test.py
history,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_4_full_test.py
model,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_4_full_test.py
value,3,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_4_full_test.py
ev,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_4_full_test.py
engine,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_4_full_test.py
json,3,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_6_full_test.py
value,3,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_6_full_test.py
ev,3,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_6_full_test.py
engine,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_6_full_test.py
json,3,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_8_full_test.py
form,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_8_full_test.py
value,3,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_8_full_test.py
ev,6,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_8_full_test.py
engine,4,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_8_full_test.py
json,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_2_batch_full_test.py
value,3,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_2_batch_full_test.py
ev,5,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_2_batch_full_test.py
engine,4,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_2_batch_full_test.py
json,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_4_batch_full_test.py
predict,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_4_batch_full_test.py
prediction,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_4_batch_full_test.py
value,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_4_batch_full_test.py
ev,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_4_batch_full_test.py
engine,4,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_4_batch_full_test.py
executor,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_4_batch_full_test.py
json,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_6_batch_full_test.py
simulation,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_6_batch_full_test.py
value,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_6_batch_full_test.py
ev,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_6_batch_full_test.py
engine,6,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_6_batch_full_test.py
json,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_8_batch_full_test.py
predict,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_8_batch_full_test.py
value,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_8_batch_full_test.py
ev,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_8_batch_full_test.py
engine,5,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_8_batch_full_test.py
json,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v3_0_batch_full_test.py
predict,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v3_0_batch_full_test.py
prediction,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v3_0_batch_full_test.py
market,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v3_0_batch_full_test.py
value,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v3_0_batch_full_test.py
ev,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v3_0_batch_full_test.py
engine,6,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v3_0_batch_full_test.py
read,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\compile_check.py
engine,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\compile_check.py
engine,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\conftest.py
json,4,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\human_approval_v1_2_full_test.py
value,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\human_approval_v1_2_full_test.py
ev,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\human_approval_v1_2_full_test.py
engine,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\human_approval_v1_2_full_test.py
json,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\optimization_suggestion_v1_1_full_test.py
feature,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\optimization_suggestion_v1_1_full_test.py
model,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\optimization_suggestion_v1_1_full_test.py
value,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\optimization_suggestion_v1_1_full_test.py
ev,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\optimization_suggestion_v1_1_full_test.py
engine,4,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\optimization_suggestion_v1_1_full_test.py
read,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\test_autonomous_compatibility.py
ev,2,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\test_autonomous_compatibility.py
engine,10,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\test_autonomous_compatibility.py
db,1,E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\test_phase2_connection.py
read,1,E:\football_v\10_INTEGRATION_LAYER\service\integration_service.py
service,1,E:\football_v\10_INTEGRATION_LAYER\service\integration_service.py
data,1,E:\football_v\10_INTEGRATION_LAYER\test\full_pipeline_test.py
feature,1,E:\football_v\10_INTEGRATION_LAYER\test\full_pipeline_test.py
model,1,E:\football_v\10_INTEGRATION_LAYER\test\full_pipeline_test.py
predict,1,E:\football_v\10_INTEGRATION_LAYER\test\full_pipeline_test.py
prediction,1,E:\football_v\10_INTEGRATION_LAYER\test\full_pipeline_test.py
market,1,E:\football_v\10_INTEGRATION_LAYER\test\full_pipeline_test.py
pipeline,1,E:\football_v\10_INTEGRATION_LAYER\test\full_pipeline_test.py
elo,1,E:\football_v\10_INTEGRATION_LAYER\test\model_connection_test.py
dixon,1,E:\football_v\10_INTEGRATION_LAYER\test\model_connection_test.py
poisson,1,E:\football_v\10_INTEGRATION_LAYER\test\model_connection_test.py
xgboost,1,E:\football_v\10_INTEGRATION_LAYER\test\model_connection_test.py
model,3,E:\football_v\10_INTEGRATION_LAYER\test\model_connection_test.py
data,1,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\handicap_model\handicap_engine.py
read,1,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\handicap_model\handicap_engine.py
model,2,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\handicap_model\handicap_engine.py
handicap,2,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\handicap_model\handicap_engine.py
engine,1,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\handicap_model\handicap_engine.py
data,2,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_report\market_report.py
market,1,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_report\market_report.py
data,1,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_risk_model\risk_engine.py
read,1,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_risk_model\risk_engine.py
model,2,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_risk_model\risk_engine.py
market,2,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_risk_model\risk_engine.py
engine,1,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_risk_model\risk_engine.py
data,1,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_sentiment_engine\sentiment.py
read,1,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_sentiment_engine\sentiment.py
market,1,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_sentiment_engine\sentiment.py
engine,1,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_sentiment_engine\sentiment.py
data,1,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\money_flow_engine\money_flow.py
read,1,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\money_flow_engine\money_flow.py
capital,1,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\money_flow_engine\money_flow.py
engine,1,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\money_flow_engine\money_flow.py
read,1,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\odds_analysis\odds_analyzer.py
odds,5,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\odds_analysis\odds_analyzer.py
probability,4,E:\football_v\10_MARKET_INTELLIGENCE_LAYER\risk_adjustment_engine\risk_adjuster.py
market,1,E:\football_v\110_FINAL_MARKET_DECISION_ENGINE\module.py
engine,1,E:\football_v\110_FINAL_MARKET_DECISION_ENGINE\module.py
feature,1,E:\football_v\111_ADVANCED_FEATURE_ENGINE\module.py
engine,1,E:\football_v\111_ADVANCED_FEATURE_ENGINE\module.py
runtime,1,E:\football_v\111_ADVANCED_FEATURE_ENGINE\module.py
strength,1,E:\football_v\112_TEAM_STRENGTH_EVOLUTION_ENGINE\module.py
ev,1,E:\football_v\112_TEAM_STRENGTH_EVOLUTION_ENGINE\module.py
engine,1,E:\football_v\112_TEAM_STRENGTH_EVOLUTION_ENGINE\module.py
runtime,1,E:\football_v\112_TEAM_STRENGTH_EVOLUTION_ENGINE\module.py
engine,1,E:\football_v\113_PLAYER_IMPACT_ANALYSIS_ENGINE\module.py
runtime,1,E:\football_v\113_PLAYER_IMPACT_ANALYSIS_ENGINE\module.py
engine,1,E:\football_v\114_MATCH_CONTEXT_ENGINE\module.py
runtime,1,E:\football_v\114_MATCH_CONTEXT_ENGINE\module.py
forecast,1,E:\football_v\115_AI_FORECAST_ENHANCEMENT_ENGINE\module.py
engine,1,E:\football_v\115_AI_FORECAST_ENHANCEMENT_ENGINE\module.py
runtime,1,E:\football_v\115_AI_FORECAST_ENHANCEMENT_ENGINE\module.py
predict,1,E:\football_v\116_REAL_MATCH_PIPELINE\module.py
prediction,1,E:\football_v\116_REAL_MATCH_PIPELINE\module.py
pipeline,1,E:\football_v\116_REAL_MATCH_PIPELINE\module.py
feature,1,E:\football_v\117_FEATURE_AUTO_GENERATOR\module.py
predict,1,E:\football_v\117_FEATURE_AUTO_GENERATOR\module.py
prediction,1,E:\football_v\117_FEATURE_AUTO_GENERATOR\module.py
model,1,E:\football_v\118_MODEL_INFERENCE_SERVICE\module.py
predict,1,E:\football_v\118_MODEL_INFERENCE_SERVICE\module.py
prediction,1,E:\football_v\118_MODEL_INFERENCE_SERVICE\module.py
service,1,E:\football_v\118_MODEL_INFERENCE_SERVICE\module.py
predict,2,E:\football_v\119_PREDICTION_OUTPUT_SERVICE\module.py
prediction,2,E:\football_v\119_PREDICTION_OUTPUT_SERVICE\module.py
service,1,E:\football_v\119_PREDICTION_OUTPUT_SERVICE\module.py
read,1,E:\football_v\11_AI_ORCHESTRATION_LAYER\api_gateway\gateway.py
data,5,E:\football_v\11_AI_ORCHESTRATION_LAYER\data_router\data_router.py
read,1,E:\football_v\11_AI_ORCHESTRATION_LAYER\data_router\data_router.py
router,1,E:\football_v\11_AI_ORCHESTRATION_LAYER\data_router\data_router.py
read,1,E:\football_v\11_AI_ORCHESTRATION_LAYER\decision_router\decision_router.py
router,1,E:\football_v\11_AI_ORCHESTRATION_LAYER\decision_router\decision_router.py
read,1,E:\football_v\11_AI_ORCHESTRATION_LAYER\model_scheduler\scheduler.py
model,5,E:\football_v\11_AI_ORCHESTRATION_LAYER\model_scheduler\scheduler.py
read,1,E:\football_v\11_AI_ORCHESTRATION_LAYER\orchestrator_core\orchestrator.py
read,1,E:\football_v\11_AI_ORCHESTRATION_LAYER\pipeline_manager\pipeline.py
pipeline,3,E:\football_v\11_AI_ORCHESTRATION_LAYER\pipeline_manager\pipeline.py
engine,1,E:\football_v\11_AI_ORCHESTRATION_LAYER\workflow_engine\workflow.py
data,2,E:\football_v\11_System_Intelligence\accuracy_report.py
db,1,E:\football_v\11_System_Intelligence\adaptive_feedback.py
engine,1,E:\football_v\11_System_Intelligence\agent_fusion_engine.py
data,2,E:\football_v\11_System_Intelligence\agent_manager.py
data,3,E:\football_v\11_System_Intelligence\ai_prediction_os.py
predict,1,E:\football_v\11_System_Intelligence\ai_prediction_os.py
prediction,1,E:\football_v\11_System_Intelligence\ai_prediction_os.py
engine,1,E:\football_v\11_System_Intelligence\backtest_engine.py
stake,1,E:\football_v\11_System_Intelligence\bankroll_manager.py
bankroll,1,E:\football_v\11_System_Intelligence\bankroll_manager.py
data,1,E:\football_v\11_System_Intelligence\beidan_engine.py
value,1,E:\football_v\11_System_Intelligence\beidan_engine.py
engine,1,E:\football_v\11_System_Intelligence\beidan_engine.py
data,1,E:\football_v\11_System_Intelligence\betting_recommendation_engine.py
bet,1,E:\football_v\11_System_Intelligence\betting_recommendation_engine.py
engine,1,E:\football_v\11_System_Intelligence\betting_recommendation_engine.py
data,1,E:\football_v\11_System_Intelligence\bet_strategy_engine.py
value,1,E:\football_v\11_System_Intelligence\bet_strategy_engine.py
bet,1,E:\football_v\11_System_Intelligence\bet_strategy_engine.py
engine,1,E:\football_v\11_System_Intelligence\bet_strategy_engine.py
data,1,E:\football_v\11_System_Intelligence\capital_flow_engine.py
capital,1,E:\football_v\11_System_Intelligence\capital_flow_engine.py
engine,1,E:\football_v\11_System_Intelligence\capital_flow_engine.py
capital,1,E:\football_v\11_System_Intelligence\capital_sentiment.py
value,2,E:\football_v\11_System_Intelligence\confidence_calibrator.py
probability,2,E:\football_v\11_System_Intelligence\confidence_engine.py
engine,1,E:\football_v\11_System_Intelligence\confidence_engine.py
history,2,E:\football_v\11_System_Intelligence\confidence_tracker.py
value,2,E:\football_v\11_System_Intelligence\confidence_tracker.py
data,2,E:\football_v\11_System_Intelligence\decision_api.py
model,1,E:\football_v\11_System_Intelligence\decision_context.py
value,2,E:\football_v\11_System_Intelligence\decision_context.py
data,4,E:\football_v\11_System_Intelligence\decision_fusion.py
model,1,E:\football_v\11_System_Intelligence\decision_fusion.py
engine,5,E:\football_v\11_System_Intelligence\decision_fusion.py
data,2,E:\football_v\11_System_Intelligence\decision_memory.py
history,1,E:\football_v\11_System_Intelligence\decision_memory.py
data,2,E:\football_v\11_System_Intelligence\decision_reasoner.py
engine,5,E:\football_v\11_System_Intelligence\decision_reasoner.py
data,2,E:\football_v\11_System_Intelligence\dixon_coles_model.py
dixon,1,E:\football_v\11_System_Intelligence\dixon_coles_model.py
model,1,E:\football_v\11_System_Intelligence\dixon_coles_model.py
data,1,E:\football_v\11_System_Intelligence\dixon_coles_trainer.py
dixon,2,E:\football_v\11_System_Intelligence\dixon_coles_trainer.py
model,1,E:\football_v\11_System_Intelligence\dixon_coles_trainer.py
train,2,E:\football_v\11_System_Intelligence\dixon_coles_trainer.py
data,1,E:\football_v\11_System_Intelligence\dynamic_weight_engine.py
elo,1,E:\football_v\11_System_Intelligence\dynamic_weight_engine.py
dixon,1,E:\football_v\11_System_Intelligence\dynamic_weight_engine.py
poisson,1,E:\football_v\11_System_Intelligence\dynamic_weight_engine.py
xgboost,1,E:\football_v\11_System_Intelligence\dynamic_weight_engine.py
engine,1,E:\football_v\11_System_Intelligence\dynamic_weight_engine.py
elo,1,E:\football_v\11_System_Intelligence\elo_engine.py
probability,3,E:\football_v\11_System_Intelligence\elo_engine.py
engine,1,E:\football_v\11_System_Intelligence\elo_engine.py
data,1,E:\football_v\11_System_Intelligence\elo_trainer.py
elo,2,E:\football_v\11_System_Intelligence\elo_trainer.py
model,1,E:\football_v\11_System_Intelligence\elo_trainer.py
train,3,E:\football_v\11_System_Intelligence\elo_trainer.py
engine,1,E:\football_v\11_System_Intelligence\error_analysis_engine.py
form,6,E:\football_v\11_System_Intelligence\evolution_engine.py
predict,4,E:\football_v\11_System_Intelligence\evolution_engine.py
prediction,4,E:\football_v\11_System_Intelligence\evolution_engine.py
score,1,E:\football_v\11_System_Intelligence\evolution_engine.py
ev,5,E:\football_v\11_System_Intelligence\evolution_engine.py
engine,1,E:\football_v\11_System_Intelligence\evolution_engine.py
data,2,E:\football_v\11_System_Intelligence\evolution_memory.py
ev,1,E:\football_v\11_System_Intelligence\evolution_memory.py
data,1,E:\football_v\11_System_Intelligence\fatigue_engine.py
fatigue,2,E:\football_v\11_System_Intelligence\fatigue_engine.py
engine,1,E:\football_v\11_System_Intelligence\fatigue_engine.py
feature,2,E:\football_v\11_System_Intelligence\feature_engineering.py
engine,1,E:\football_v\11_System_Intelligence\feature_engineering.py
data,2,E:\football_v\11_System_Intelligence\feedback_memory.py
db,1,E:\football_v\11_System_Intelligence\feedback_memory.py
data,1,E:\football_v\11_System_Intelligence\football_ai_report.py
runtime,1,E:\football_v\11_System_Intelligence\football_ai_runtime.py
data,1,E:\football_v\11_System_Intelligence\form_analysis_engine.py
form,2,E:\football_v\11_System_Intelligence\form_analysis_engine.py
engine,1,E:\football_v\11_System_Intelligence\form_analysis_engine.py
data,1,E:\football_v\11_System_Intelligence\handicap_trap_detector.py
handicap,1,E:\football_v\11_System_Intelligence\handicap_trap_detector.py
data,2,E:\football_v\11_System_Intelligence\historical_match_loader.py
load,2,E:\football_v\11_System_Intelligence\historical_match_loader.py
data,1,E:\football_v\11_System_Intelligence\home_away_engine.py
engine,1,E:\football_v\11_System_Intelligence\home_away_engine.py
data,1,E:\football_v\11_System_Intelligence\injury_engine.py
engine,1,E:\football_v\11_System_Intelligence\injury_engine.py
data,2,E:\football_v\11_System_Intelligence\intelligence_feedback_loop.py
db,1,E:\football_v\11_System_Intelligence\intelligence_feedback_loop.py
history,3,E:\football_v\11_System_Intelligence\intelligence_feedback_loop.py
model,2,E:\football_v\11_System_Intelligence\intelligence_fusion_engine.py
probability,2,E:\football_v\11_System_Intelligence\intelligence_fusion_engine.py
score,4,E:\football_v\11_System_Intelligence\intelligence_fusion_engine.py
engine,1,E:\football_v\11_System_Intelligence\intelligence_fusion_engine.py
data,2,E:\football_v\11_System_Intelligence\intelligence_memory.py
data,2,E:\football_v\11_System_Intelligence\intelligence_report.py
json,2,E:\football_v\11_System_Intelligence\intelligence_report.py
router,1,E:\football_v\11_System_Intelligence\intelligence_router.py
value,2,E:\football_v\11_System_Intelligence\intelligence_weight_manager.py
engine,1,E:\football_v\11_System_Intelligence\knowledge_engine.py
data,2,E:\football_v\11_System_Intelligence\knowledge_graph.py
db,2,E:\football_v\11_System_Intelligence\knowledge_memory_bridge.py
history,1,E:\football_v\11_System_Intelligence\knowledge_memory_bridge.py
predict,1,E:\football_v\11_System_Intelligence\knowledge_memory_bridge.py
prediction,1,E:\football_v\11_System_Intelligence\knowledge_memory_bridge.py
ev,2,E:\football_v\11_System_Intelligence\knowledge_memory_bridge.py
value,2,E:\football_v\11_System_Intelligence\knowledge_node.py
data,2,E:\football_v\11_System_Intelligence\knowledge_optimizer.py
query,3,E:\football_v\11_System_Intelligence\knowledge_query_engine.py
engine,1,E:\football_v\11_System_Intelligence\knowledge_query_engine.py
strength,2,E:\football_v\11_System_Intelligence\knowledge_reasoner.py
engine,1,E:\football_v\11_System_Intelligence\knowledge_relation_engine.py
data,2,E:\football_v\11_System_Intelligence\knowledge_update_engine.py
engine,1,E:\football_v\11_System_Intelligence\knowledge_update_engine.py
data,2,E:\football_v\11_System_Intelligence\learning_memory.py
data,1,E:\football_v\11_System_Intelligence\les_advanced.py
engine,1,E:\football_v\11_System_Intelligence\les_engine.py
data,1,E:\football_v\11_System_Intelligence\lineup_engine.py
score,1,E:\football_v\11_System_Intelligence\lineup_engine.py
engine,1,E:\football_v\11_System_Intelligence\lineup_engine.py
data,1,E:\football_v\11_System_Intelligence\market_agent.py
market,2,E:\football_v\11_System_Intelligence\market_agent.py
data,1,E:\football_v\11_System_Intelligence\market_engine.py
market,2,E:\football_v\11_System_Intelligence\market_engine.py
engine,1,E:\football_v\11_System_Intelligence\market_engine.py
feature,1,E:\football_v\11_System_Intelligence\match_feature_store.py
data,1,E:\football_v\11_System_Intelligence\match_prediction_engine.py
predict,3,E:\football_v\11_System_Intelligence\match_prediction_engine.py
prediction,2,E:\football_v\11_System_Intelligence\match_prediction_engine.py
engine,1,E:\football_v\11_System_Intelligence\match_prediction_engine.py
score,1,E:\football_v\11_System_Intelligence\match_simulator.py
predict,3,E:\football_v\11_System_Intelligence\memory_adapter.py
prediction,3,E:\football_v\11_System_Intelligence\memory_adapter.py
history,2,E:\football_v\11_System_Intelligence\model_accuracy_memory.py
model,1,E:\football_v\11_System_Intelligence\model_accuracy_memory.py
data,1,E:\football_v\11_System_Intelligence\model_adjustment_engine.py
model,1,E:\football_v\11_System_Intelligence\model_adjustment_engine.py
engine,1,E:\football_v\11_System_Intelligence\model_adjustment_engine.py
model,3,E:\football_v\11_System_Intelligence\model_conflict_detector.py
value,4,E:\football_v\11_System_Intelligence\model_conflict_detector.py
model,4,E:\football_v\11_System_Intelligence\model_fusion_core.py
probability,1,E:\football_v\11_System_Intelligence\model_fusion_core.py
elo,1,E:\football_v\11_System_Intelligence\model_observer.py
