"FullName","Length","LastWriteTime"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\DEPRECATED_ARCHIVE_V1.7\checkpoint_after_archive_V1.7.json","160","2026-07-23 13:34:50"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\DEPRECATED_ARCHIVE_V1.7\checkpoint_before_archive_V1.7.json","129","2026-07-23 13:34:50"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\DEPRECATED_ARCHIVE_V1.7\reports\deprecated_move_report_V1.7.json","343","2026-07-23 13:34:50"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V2.0\before_cleanup_checkpoint.json","143","2026-07-23 13:46:36"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V2.0\deleted_duplicate_modules.json","48","2026-07-23 13:46:36"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V2.0\final_duplicate_scan_report.json","222","2026-07-23 13:46:36"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V2.0\migration_execution_report.json","95","2026-07-23 13:46:36"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V2.1\architecture_whitelist_V2.1.json","4254","2026-07-23 13:49:01"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V2.1\cleanup_complete_checkpoint_V2.1.json","280","2026-07-23 13:49:01"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V2.1\final_duplicate_scan_V2.1.json","29940","2026-07-23 13:49:01"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\cleanup_report_V3.0.json","205","2026-07-23 13:58:01"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\analysis_report.py","26","2026-07-23 00:01:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\base_exception.py","425","2026-07-20 14:00:50"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\capital_detector.py","128","2026-07-22 23:44:42"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\command_parser.py","76","2026-07-23 09:44:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\compare_engine.py","34","2026-07-23 00:07:56"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\compatibility.py","435","2026-07-20 10:52:40"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\conversation_manager.py","76","2026-07-23 09:44:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\database_exception.py","246","2026-07-20 14:00:50"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\database_governance_engine.py","263","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\data_lineage_engine.py","263","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\data_quality_engine.py","263","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\data_status.py","0","2026-07-20 17:41:47"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\data_validator.py","1921","2026-07-20 12:39:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\db_connection.py","1769","2026-07-20 13:34:37"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\elo_loader.py","128","2026-07-22 23:44:42"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\error_codes.py","253","2026-07-20 13:26:40"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\exception_handler.py","253","2026-07-20 13:26:40"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\execution_controller.py","26","2026-07-23 00:12:06"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_builder.py","42","2026-07-23 00:05:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_calculator.py","26","2026-07-23 00:12:06"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_checker.py","26","2026-07-23 00:02:43"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_importance.py","72","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_pipeline.py","42","2026-07-23 00:05:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_processor.py","34","2026-07-23 00:07:56"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_registry.py","73","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_runtime.py","26","2026-07-23 00:12:06"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_validator.py","26","2026-07-23 00:02:43"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\file_exception.py","245","2026-07-20 14:00:50"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\file_service.py","2430","2026-07-20 13:47:37"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\final_report.py","34","2026-07-23 00:06:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\forecast_runner.py","34","2026-07-23 00:07:56"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\forecast_service.py","34","2026-07-23 00:07:56"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\formatter.py","338","2026-07-19 18:14:38"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\fusion_runner.py","42","2026-07-23 00:05:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\fusion_runtime.py","34","2026-07-23 00:06:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\handicap_value.py","128","2026-07-22 23:44:42"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\handlers.py","549","2026-07-19 18:15:08"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\hash_service.py","1708","2026-07-20 13:54:11"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\health_monitor.py","72","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\inference_controller.py","64","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\inference_engine.py","26","2026-07-23 00:01:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\kelly_engine.py","257","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\learning_scheduler.py","72","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\live_feature.py","34","2026-07-23 00:07:56"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\logger.py","736","2026-07-19 11:02:57"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\market_risk.py","34","2026-07-23 00:06:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\market_sentiment.py","128","2026-07-22 23:44:42"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\match_executor.py","34","2026-07-23 00:07:56"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\match_loader.py","26","2026-07-23 00:02:43"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\match_predictor.py","128","2026-07-22 23:44:42"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\match_query.py","42","2026-07-23 00:05:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\match_report.py","26","2026-07-23 00:02:43"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_api.py","231","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_connector.py","128","2026-07-22 23:44:42"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_executor.py","42","2026-07-23 00:05:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_manager.py","65","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_registry.py","247","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_runner.py","42","2026-07-23 00:05:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_status.py","243","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_update.py","72","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_validator.py","26","2026-07-23 00:02:43"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_version_manager.py","247","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_weight_loader.py","34","2026-07-23 00:06:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\module.py","26","2026-07-23 00:12:06"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\module_router.py","76","2026-07-23 09:44:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\odds_connector.py","26","2026-07-23 00:01:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\odds_input.py","189","2026-07-22 23:50:58"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\odds_loader.py","26","2026-07-23 00:12:06"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\odds_validator.py","26","2026-07-23 00:12:06"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\odds_value.py","34","2026-07-23 00:06:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\output_dispatcher.py","64","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\package_builder.py","69","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\performance.py","243","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\performance_compare.py","34","2026-07-23 00:07:56"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\performance_monitor.py","72","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\poisson_loader.py","128","2026-07-22 23:44:42"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction.py","243","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_api.py","231","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_controller.py","34","2026-07-23 00:06:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_db.py","34","2026-07-23 00:07:56"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_engine.py","257","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_executor.py","26","2026-07-23 00:12:06"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_monitor.py","63","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_output.py","26","2026-07-23 00:12:06"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_pipeline.py","42","2026-07-23 00:05:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_report.py","212","2026-07-22 23:50:58"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_runner.py","26","2026-07-23 00:02:43"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_runtime.py","26","2026-07-23 00:01:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_storage.py","42","2026-07-23 00:05:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\probability_checker.py","26","2026-07-23 00:02:43"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\production_pipeline.py","64","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\quality__init__.py","0","2026-07-19 14:53:26"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\release_checker.py","71","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\release_manager.py","69","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\report_api.py","231","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\report_exporter.py","34","2026-07-23 00:06:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\report_generator.py","257","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\report_viewer.py","76","2026-07-23 09:44:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\report_writer.py","26","2026-07-23 00:12:06"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\request_validator.py","26","2026-07-23 00:12:06"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\result_repository.py","34","2026-07-23 00:07:56"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\result_writer.py","42","2026-07-23 00:05:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\risk_analyzer.py","34","2026-07-23 00:06:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\risk_detector.py","128","2026-07-22 23:44:42"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\risk_engine.py","257","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\risk_filter.py","42","2026-07-23 00:05:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\risk_report.py","26","2026-07-23 00:02:43"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\rollback_manager.py","65","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\runtime_controller.py","26","2026-07-23 00:01:09"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\runtime_engine.py","219","2026-07-22 23:50:58"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\schema_validator.py","416","2026-07-20 13:17:51"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\score_predictor.py","128","2026-07-22 23:44:42"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\score_report.py","26","2026-07-23 00:02:43"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\service_gateway.py","65","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\setup_logger_module.py","0","2026-07-19 18:26:08"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\system_dashboard.py","63","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\system_registry.py","73","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\system_validator.py","71","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\task_queue_init.py","0","2026-07-19 12:42:36"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\test_api.py","231","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\test_dashboard.py","243","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\test_database_governance.py","263","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\test_execution_engine.py","257","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\test_model_store.py","247","2026-07-22 22:53:45"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\validation_exception.py","250","2026-07-20 14:00:50"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\validation_result.py","1670","2026-07-20 12:38:05"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\value_analyzer.py","34","2026-07-23 00:06:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\value_calculator.py","128","2026-07-22 23:44:42"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\version_control.py","73","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\version_service.py","1671","2026-07-20 13:56:36"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\weight_storage.py","65","2026-07-23 00:32:29"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\xgboost_loader.py","128","2026-07-22 23:44:42"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\__init__.py","343","2026-07-20 12:37:51"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_FREEZE_V4.0\dependency_redirect_map_V4.0.json","2","2026-07-23 14:00:27"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_FREEZE_V4.0\final_duplicate_scan_V4.0.json","2","2026-07-23 14:00:27"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_FREEZE_V4.0\FROZEN_ARCHITECTURE_CHECKPOINT_V4.0.json","304","2026-07-23 14:00:27"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_VALIDATION_V1.8\checkpoint_before_delete_V1.8.json","166","2026-07-23 13:36:03"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_VALIDATION_V1.8\dependency_check_V1.8.json","78","2026-07-23 13:36:03"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_VALIDATION_V1.8\duplicate_after_cleanup_V1.8.json","70202","2026-07-23 13:36:03"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_VALIDATION_V1.8\final_delete_plan_V1.8.json","76728","2026-07-23 13:36:03"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\FINAL_VALIDATION_V1.8\final_validation_report_V1.8.json","201","2026-07-23 13:36:03"
"E:\FOOTBALL_V\99_DOCUMENTATION\architecture_cleanup\reports\ARCHITECTURE_DUPLICATE_SCAN_V1.0.json","90378","2026-07-23 13:12:41"
