file,exists,size,last_modified,delete_status
E:\football_v\99_DOCUMENTATION\MODEL_LAYER_FULL_AUDIT\MODEL_LAYER_FULL_AUDIT.txt,YES,167943,2026-07-27 21:32:35.275038,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\MODEL_TRAINING_READY_V4.0\MODEL_TRAINING_READY_CHECKPOINT_V4.0.json,YES,465,2026-07-23 14:41:47.408465,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\MODEL_TRAINING_READY_V4.0\TRAINING_ENGINE_CHECKPOINT_V4.0.json,YES,163,2026-07-23 14:44:59.925240,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\reports\FEATURE_MODEL_DEPLOYMENT_V1.0_REPORT.json,YES,2456,2026-07-23 18:57:45.281849,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\reports\FOOTBALL_AI_OS_MODEL_LAYER_V2.3_REAL_REPORT.json,YES,494,2026-07-23 20:05:57.324526,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\reports\MODEL_MIGRATION_V1.1_REPORT.json,YES,521,2026-07-23 19:02:47.230109,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\SYSTEM_CHECKPOINTS\MODEL_ASSET_SCAN_V4.0.txt,YES,270,2026-07-23 16:09:18.017414,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\V4_RUNTIME_VALIDATION_V4.0\model_validation_V4.0.json,YES,291,2026-07-23 14:32:08.923453,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\elo_loader.py,YES,128,2026-07-22 23:44:42.148871,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_registry.py,YES,73,2026-07-23 00:32:29.164082,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\fusion_runner.py,YES,42,2026-07-23 00:05:09.672795,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\fusion_runtime.py,YES,34,2026-07-23 00:06:29.033463,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_api.py,YES,231,2026-07-22 22:53:45.084700,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_connector.py,YES,128,2026-07-22 23:44:42.147876,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_executor.py,YES,42,2026-07-23 00:05:09.671230,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_manager.py,YES,65,2026-07-23 00:32:29.164082,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_registry.py,YES,247,2026-07-22 22:53:45.068921,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_runner.py,YES,42,2026-07-23 00:05:09.671230,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_status.py,YES,243,2026-07-22 22:53:45.100356,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_update.py,YES,72,2026-07-23 00:32:29.178805,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_validator.py,YES,26,2026-07-23 00:02:43.725453,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_version_manager.py,YES,247,2026-07-22 22:53:45.071919,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_weight_loader.py,YES,34,2026-07-23 00:06:29.033463,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\poisson_loader.py,YES,128,2026-07-22 23:44:42.149446,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\system_registry.py,YES,73,2026-07-23 00:32:29.164082,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\test_model_store.py,YES,247,2026-07-22 22:53:45.073647,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\xgboost_loader.py,YES,128,2026-07-22 23:44:42.149446,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\audit\MODEL_LAYER_VERIFY_BATCH_V1\Legacy_ModelLayer_TREE.txt,YES,3664,2026-07-27 23:37:16.552598,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\audit\MODEL_LAYER_VERIFY_BATCH_V1\MODEL_CONFIG_INDEX.txt,YES,31131,2026-07-27 23:37:17.795638,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\audit\MODEL_LAYER_VERIFY_BATCH_V1\Omega_ModelLayer_TREE.txt,YES,1890,2026-07-27 23:37:16.612741,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\audit\MODEL_LAYER_VERIFY_BATCH_V1\PYTHON_MODEL_INDEX.txt,YES,26854,2026-07-27 23:37:18.962289,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\audit\MODEL_LAYER_VERIFY_BATCH_V1\REGISTRY_INDEX.txt,YES,7380,2026-07-27 23:37:19.574940,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\audit\MODEL_LAYER_VERIFY_BATCH_V1\ROOT_STRUCTURE.txt,YES,17349,2026-07-27 23:37:19.700312,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\feature_store_connector.py,YES,283,2026-07-21 11:16:36.954954,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\model_interface.py,YES,609,2026-07-21 11:16:36.941210,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\model_loader.py,YES,275,2026-07-21 11:16:36.941210,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\model_registry.py,YES,459,2026-07-21 11:16:36.941210,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\model_runtime.py,YES,311,2026-07-21 11:16:36.941210,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\backtest\backtest_engine.py,YES,292,2026-07-21 11:16:36.956952,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\backtest\model_accuracy_report.py,YES,263,2026-07-21 11:16:36.958946,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\backtest\prediction_tracker.py,YES,339,2026-07-21 11:16:36.957955,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\backtest\roi_analyzer.py,YES,239,2026-07-21 11:16:36.959500,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\config\model_config.json,YES,241,2026-07-21 11:16:36.959500,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\fusion\fusion_engine.py,YES,964,2026-07-21 11:16:36.955952,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\fusion\probability_calculator.py,YES,367,2026-07-21 11:16:36.956952,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\models\dixon_coles_model.py,YES,576,2026-07-21 11:16:36.941210,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\models\elo_model.py,YES,6592,2026-07-27 10:26:41.333465,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\models\poisson_model.py,YES,569,2026-07-21 11:16:36.941210,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\models\xgboost_model.py,YES,569,2026-07-21 11:16:36.954954,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\reports\model_layer_report.json,YES,269,2026-07-21 11:16:36.959500,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\tests\model_layer_v1.3_full_test.py,YES,990,2026-07-21 11:16:36.961499,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\tests\test_elo_model_migration.py,YES,2290,2026-07-27 10:26:41.331471,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\__pycache__\model_interface.cpython-312.pyc,YES,1178,2026-07-27 10:23:06.478556,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\models\__pycache__\elo_model.cpython-312.pyc,YES,7852,2026-07-27 23:45:37.833652,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\checkpoints\Model_Layer_V1.3_Backup\MODEL_LAYER\tests\__pycache__\test_elo_model_migration.cpython-312-pytest-9.1.1.pyc,YES,10081,2026-07-27 10:23:06.429533,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_1_Python_Asset\Python_Class_Registry_V1.0.csv,YES,130582,2026-07-24 23:43:20.810980,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_1_Python_Asset\Python_Function_Registry_V1.0.csv,YES,578980,2026-07-24 23:43:20.826607,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_2_Function_Registry\Function_Capability_Registry_V1.0.csv,YES,305130,2026-07-24 23:45:49.861856,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_2_Function_Registry\Keyword_Discovery_Map_V1.0.csv,YES,427314,2026-07-24 23:45:49.882082,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_2_Function_Registry\Module_Capability_Map_V1.0.csv,YES,187192,2026-07-24 23:45:49.861856,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_3_Call_Graph\Call_Graph_Registry_V1.0.csv,YES,996489,2026-07-24 23:46:48.157058,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_4_Database_Registry\Database_Asset_Registry_V1.0.csv,YES,1604,2026-07-24 23:47:38.119881,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_4_Database_Registry\Database_SQL_Discovery_V1.0.csv,YES,772,2026-07-24 23:47:38.119881,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_4_Database_Registry\Database_Table_Registry_V1.0.csv,YES,22206,2026-07-24 23:47:38.119881,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_5_Model_Registry\Model_Asset_Registry_V1.0.csv,YES,113785,2026-07-24 23:48:05.643475,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_5_Model_Registry\Model_Code_Map_V1.0.csv,YES,97874,2026-07-24 23:48:05.674719,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_5_Model_Registry\Model_Lifecycle_Map_V1.0.csv,YES,20186,2026-07-24 23:48:05.674719,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_6_Feature_Registry\Feature_Asset_Registry_V1.0.csv,YES,144341,2026-07-28 18:50:03.055561,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_6_Feature_Registry\Feature_Code_Map_V1.0.csv,YES,101604,2026-07-28 18:50:03.060546,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_6_Feature_Registry\Feature_Data_Map_V1.0.csv,YES,250895,2026-07-28 18:50:03.070522,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_7_Runtime_Registry\Entry_Runtime_Flow_V1.0.csv,YES,19793,2026-07-24 23:49:13.846052,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_7_Runtime_Registry\Prediction_Decision_Map_V1.0.csv,YES,59087,2026-07-24 23:49:13.814755,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_7_Runtime_Registry\Runtime_Asset_Registry_V1.0.csv,YES,175250,2026-07-24 23:49:13.814755,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_8_Status_Registry\Asset_Status_Registry_V1.0.csv,YES,225700,2026-07-24 23:49:44.767895,PENDING_REVIEW
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_8_Status_Registry\Migration_Precheck_Report_V1.0.csv,YES,216488,2026-07-24 23:49:44.799170,PENDING_REVIEW
E:\football_v\AI_RUNTIME\__pycache__\model_connector.cpython-312.pyc,YES,1413,2026-07-25 21:50:43.047693,PENDING_REVIEW
E:\football_v\AI_RUNTIME\__pycache__\model_fusion.cpython-312.pyc,YES,1249,2026-07-26 13:28:50.345767,PENDING_REVIEW
E:\football_v\AI_RUNTIME\__pycache__\model_outputs.cpython-312.pyc,YES,3567,2026-07-26 13:25:47.539390,PENDING_REVIEW
E:\football_v\AI_RUNTIME\__pycache__\model_runtime_connector.cpython-312.pyc,YES,1852,2026-07-26 13:16:22.550093,PENDING_REVIEW
E:\football_v\archive\V4_CLEANUP_ARCHIVE\deploy_MODEL_LAYER_V2.10_OPTIMIZATION_ALL.ps1,YES,4172,2026-07-23 20:33:34.851224,PENDING_REVIEW
E:\football_v\archive\V4_CLEANUP_ARCHIVE\deploy_MODEL_LAYER_V2.11_FEEDBACK_LOOP_ALL.ps1,YES,4263,2026-07-23 20:35:33.401958,PENDING_REVIEW
E:\football_v\LEGACY_IMPORT\03_SUPPORTING\dixon_coles_data.py,YES,2408,2026-07-25 22:44:38.268766,PENDING_REVIEW
E:\football_v\LEGACY_IMPORT\03_SUPPORTING\elo_engine_data.py,YES,3950,2026-07-25 22:44:38.235121,PENDING_REVIEW
E:\football_v\LEGACY_IMPORT\03_SUPPORTING\model_data_registry_engine.py,YES,2406,2026-07-25 22:44:38.151524,PENDING_REVIEW
E:\football_v\LEGACY_IMPORT\03_SUPPORTING\poisson_engine_data.py,YES,4180,2026-07-25 22:44:38.301710,PENDING_REVIEW
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Dixon_Coles\dixon_coles.py,YES,2408,2026-07-25 22:44:24.334316,PENDING_REVIEW
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Dixon_Coles\dixon_coles_history_engine.py,YES,1811,2026-07-25 22:44:24.362971,PENDING_REVIEW
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Elo\elo_engine.py,YES,3950,2026-07-25 22:44:24.287515,PENDING_REVIEW
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Poisson\poisson_engine.py,YES,4180,2026-07-25 22:44:24.411428,PENDING_REVIEW
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Poisson\poisson_history_engine.py,YES,2556,2026-07-25 22:44:24.556739,PENDING_REVIEW
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\XGBoost\xgboost_engine.py,YES,2133,2026-07-25 22:44:24.583009,PENDING_REVIEW
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\XGBoost\xgboost_fusion_engine.py,YES,6622,2026-07-25 22:44:24.627338,PENDING_REVIEW
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\XGBoost\xgboost_fusion_v2_engine.py,YES,3167,2026-07-25 22:44:24.652948,PENDING_REVIEW
