file,classification,reason,status
E:\football_v\99_DOCUMENTATION\Legacy_Asset_Index\Phase_8_Status_Registry\Migration_Precheck_Report_V1.0.csv,D,Legacy归档,WAIT_APPROVAL
E:\football_v\AI_RUNTIME\__pycache__\model_connector.cpython-312.pyc,B,需要引用确认,WAIT_APPROVAL
E:\football_v\AI_RUNTIME\__pycache__\model_fusion.cpython-312.pyc,B,需要引用确认,WAIT_APPROVAL
E:\football_v\AI_RUNTIME\__pycache__\model_outputs.cpython-312.pyc,B,需要引用确认,WAIT_APPROVAL
E:\football_v\AI_RUNTIME\__pycache__\model_runtime_connector.cpython-312.pyc,B,需要引用确认,WAIT_APPROVAL
E:\football_v\archive\V4_CLEANUP_ARCHIVE\deploy_MODEL_LAYER_V2.10_OPTIMIZATION_ALL.ps1,B,需要引用确认,WAIT_APPROVAL
E:\football_v\archive\V4_CLEANUP_ARCHIVE\deploy_MODEL_LAYER_V2.11_FEEDBACK_LOOP_ALL.ps1,B,需要引用确认,WAIT_APPROVAL
E:\football_v\LEGACY_IMPORT\03_SUPPORTING\dixon_coles_data.py,D,Legacy归档,WAIT_APPROVAL
E:\football_v\LEGACY_IMPORT\03_SUPPORTING\elo_engine_data.py,D,Legacy归档,WAIT_APPROVAL
E:\football_v\LEGACY_IMPORT\03_SUPPORTING\model_data_registry_engine.py,D,Legacy归档,WAIT_APPROVAL
E:\football_v\LEGACY_IMPORT\03_SUPPORTING\poisson_engine_data.py,D,Legacy归档,WAIT_APPROVAL
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Dixon_Coles\dixon_coles.py,D,Legacy归档,WAIT_APPROVAL
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Dixon_Coles\dixon_coles_history_engine.py,D,Legacy归档,WAIT_APPROVAL
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Elo\elo_engine.py,D,Legacy归档,WAIT_APPROVAL
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Poisson\poisson_engine.py,D,Legacy归档,WAIT_APPROVAL
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\Poisson\poisson_history_engine.py,D,Legacy归档,WAIT_APPROVAL
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\XGBoost\xgboost_engine.py,D,Legacy归档,WAIT_APPROVAL
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\XGBoost\xgboost_fusion_engine.py,D,Legacy归档,WAIT_APPROVAL
E:\football_v\LEGACY_IMPORT\01_PREDICTION_MODELS\XGBoost\xgboost_fusion_v2_engine.py,D,Legacy归档,WAIT_APPROVAL
