file,classes,keywords,functions
E:\football_v\05_MODEL_AI\MODEL_LAYER\models\xgboost_model.py,XGBoostModel,XGB|model|predict|train|xgboost,__init__|train|predict
E:\football_v\05_MODEL_AI\MODEL_LAYER\tests\model_layer_v1.3_full_test.py,,XGB|dixon|dixon_coles|elo|model|poisson|predict|registry|xgboost,
E:\football_v\06_PREDICTION_ENGINE\goal_distribution.py,GoalDistribution,poisson,poisson|generate
E:\football_v\06_PREDICTION_ENGINE\market_probability_compare.py,MarketProbabilityCompare,model,compare
E:\football_v\06_PREDICTION_ENGINE\prediction_interface.py,PredictionInterface,predict,predict|generate_report
E:\football_v\06_PREDICTION_ENGINE\prediction_registry.py,PredictionRegistry,predict|registry,__init__|register|get|list
E:\football_v\06_PREDICTION_ENGINE\prediction_runtime.py,PredictionRuntime,predict,__init__|start|stop|health_check
E:\football_v\06_PREDICTION_ENGINE\prediction_service.py,PredictionService,model|predict,__init__|predict|status
E:\football_v\06_PREDICTION_ENGINE\probability_engine.py,ProbabilityEngine,model|predict,__init__|calculate|compare_market
E:\football_v\06_PREDICTION_ENGINE\score_prediction_engine.py,ScorePredictionEngine,predict,__init__|predict
E:\football_v\06_PREDICTION_ENGINE\value_analyzer.py,ValueAnalyzer,model,calculate
E:\football_v\06_PREDICTION_ENGINE\tests\prediction_engine_v1.3_full_test.py,,predict|registry,
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\connector_manager.py,ConnectorManager,XGB|dixon|elo|model|poisson|xgboost,list_models
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\dixon_coles_connector.py,DixonColesConnector,dixon,connect
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\elo_connector.py,EloConnector,elo,connect
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\poisson_connector.py,PoissonConnector,poisson,connect
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\xgboost_connector.py,XGBoostConnector,XGB|xgboost,connect
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\model_connector\model_connector.py,ModelConnector,XGB|dixon|elo|model|poisson|xgboost,connect
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\prediction_api\api_service.py,PredictionAPI,predict,request
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\probability_engine\probability_fusion.py,ProbabilityFusion,model,calculate
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\real_probability_engine\fusion_calculator.py,FusionCalculator,model,calculate
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\regular_time_prediction\prediction_engine.py,RegularTimePrediction,predict,predict
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\risk_engine\risk_manager.py,RiskManager,evaluate,evaluate
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\risk_intelligence_engine\model_conflict.py,ModelConflict,model,analyze
E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\score_prediction\score_predictor.py,ScorePredictor,predict,predict
E:\football_v\07_AI_ORCHESTRATION_LAYER\model_router\model_selector.py,ModelSelector,model,select
E:\football_v\07_AI_ORCHESTRATION_LAYER\model_router\router.py,ModelRouter,XGB|dixon|elo|model|poisson|xgboost,route
E:\football_v\07_BACKTEST_AI\accuracy_evaluator.py,AccuracyEvaluator,predict,calculate
E:\football_v\07_BACKTEST_AI\backtest_engine.py,BacktestEngine,evaluate|predict,evaluate|run
E:\football_v\07_BACKTEST_AI\confidence_evaluator.py,ConfidenceEvaluator,evaluate,evaluate|score
E:\football_v\07_BACKTEST_AI\model_feedback.py,ModelFeedback,model|predict,analyze_error|generate_feedback
E:\football_v\07_BACKTEST_AI\prediction_result_loader.py,PredictionResultLoader,predict,load
E:\football_v\07_BACKTEST_AI\probability_evaluator.py,ProbabilityEvaluator,evaluate|predict,evaluate|calibration_score
E:\football_v\07_BACKTEST_AI\roi_tracker.py,ROITracker,fit,__init__|add_record|calculate
E:\football_v\07_BACKTEST_AI\strategy_performance.py,StrategyPerformance,evaluate,evaluate|compare
E:\football_v\07_BACKTEST_AI\tests\backtest_system_v1.3_full_test.py,,model|predict,
E:\football_v\07_BACKTEST_SYSTEM\backtest_engine\backtest_engine.py,BacktestEngine,predict,run
E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\model_accuracy.py,ModelAccuracy,model|predict,calculate
E:\football_v\07_BACKTEST_SYSTEM\tests\backtest_system_test.py,BacktestSystemTest,XGB|dixon|elo|model|poisson|xgboost,run
E:\football_v\08_DECISION_ENGINE\bankroll_manager.py,BankrollManager,fit,__init__|update|balance
E:\football_v\08_DECISION_ENGINE\bet_selection_engine.py,BetSelectionEngine,model,__init__|select
E:\football_v\08_DECISION_ENGINE\decision_engine.py,DecisionEngine,predict,__init__|decide|health
E:\football_v\08_DECISION_ENGINE\decision_interface.py,DecisionInterface,predict,decide|report
E:\football_v\08_DECISION_ENGINE\decision_registry.py,DecisionRegistry,registry,__init__|register|get|list
E:\football_v\08_DECISION_ENGINE\value_filter_engine.py,ValueFilterEngine,model,calculate_value|check_value
E:\football_v\08_DECISION_ENGINE\tests\decision_engine_v1.3_full_test.py,,registry,
E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\explanation_manager.py,ExplanationManager,model,explain
E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\model_explainer.py,ModelExplainer,model,explain
E:\football_v\08_DECISION_INTELLIGENCE_LAYER\handicap_interface\handicap_adapter.py,HandicapAdapter,model,connect
E:\football_v\08_DECISION_INTELLIGENCE_LAYER\handicap_interface\handicap_connector.py,HandicapConnector,model,connect
E:\football_v\08_DECISION_INTELLIGENCE_LAYER\market_risk_interface\market_risk_adapter.py,MarketRiskAdapter,model,connect
E:\football_v\08_DECISION_INTELLIGENCE_LAYER\raw_output_engine\raw_output_manager.py,RawOutputManager,model,collect
E:\football_v\08_DECISION_LAYER\engine\decision_engine_V2.4.py,DecisionEngineV24,evaluate,evaluate
E:\football_v\09_AI_ORCHESTRATION_LAYER\auto_report_generator.py,AutoReportGenerator,model|predict,__init__|create_match_report|create_model_report|create_roi_report|export|summary
E:\football_v\09_AI_ORCHESTRATION_LAYER\model_router.py,ModelRouter,XGB|dixon|dixon_coles|elo|model|poisson|xgboost,__init__|register_model|route|list_models
E:\football_v\09_AI_ORCHESTRATION_LAYER\tests\orchestration_layer_v1.3_full_test.py,,model,
E:\football_v\09_APPLICATION_LAYER\api\prediction_api.py,PredictionAPI,predict,predict
E:\football_v\09_MODEL_EXPLANATION_ENGINE\dixon_coles_explainer\dixon_coles_explainer.py,DixonColesExplainer,dixon|model,explain
E:\football_v\09_MODEL_EXPLANATION_ENGINE\elo_explainer\elo_explainer.py,EloExplainer,elo|model,explain
E:\football_v\09_MODEL_EXPLANATION_ENGINE\fusion_explainer\fusion_explainer.py,FusionExplainer,model,explain
E:\football_v\09_MODEL_EXPLANATION_ENGINE\poisson_explainer\poisson_explainer.py,PoissonExplainer,model|poisson,explain
E:\football_v\09_MODEL_EXPLANATION_ENGINE\xgboost_explainer\xgboost_explainer.py,XGBoostExplainer,XGB|model|xgboost,explain
E:\football_v\09_Prediction_System\model_result_adapter.py,ModelResultAdapter,model,adapt
E:\football_v\09_Prediction_System\prediction_history.py,PredictionHistory,predict,__init__|save
E:\football_v\09_Prediction_System\prediction_monitor.py,PredictionMonitor,predict,check
E:\football_v\09_Prediction_System\prediction_pipeline.py,PredictionPipeline,predict,run
E:\football_v\09_Prediction_System\prediction_report_generator.py,PredictionReportGenerator,predict,generate
E:\football_v\09_Prediction_System\prediction_service_adapter.py,PredictionServiceAdapter,predict,execute
E:\football_v\09_Prediction_System\score_adapter.py,ScoreAdapter,predict,calculate
E:\football_v\09_Prediction_System\tests\test_phase2_adapter.py,,model,test_adapter
E:\football_v\09_Prediction_System\tests\test_prediction_system.py,,predict,test_prediction
E:\football_v\10_AI_AUTONOMOUS_ENGINE\adaptive_parameter_learning.py,AdaptiveParameterLearning,model,generate_suggestion
E:\football_v\10_AI_AUTONOMOUS_ENGINE\auto_upgrade_manager.py,AutoUpgradeManager,model,create_upgrade_candidate|submit_validation|release
E:\football_v\10_AI_AUTONOMOUS_ENGINE\change_risk_assessor.py,ChangeRiskAssessor,model,assess
E:\football_v\10_AI_AUTONOMOUS_ENGINE\decision_logger.py,DecisionLogger,model,log
E:\football_v\10_AI_AUTONOMOUS_ENGINE\dynamic_weight_adjuster.py,DynamicWeightAdjuster,model,calculate
E:\football_v\10_AI_AUTONOMOUS_ENGINE\error_analysis_engine.py,ErrorAnalysisEngine,predict,analyze|calculate_error|generate_report
E:\football_v\10_AI_AUTONOMOUS_ENGINE\failure_prediction_engine.py,FailurePredictionEngine,predict,predict
E:\football_v\10_AI_AUTONOMOUS_ENGINE\future_risk_simulator.py,FutureRiskSimulator,predict,predict
E:\football_v\10_AI_AUTONOMOUS_ENGINE\model_change_tracker.py,ModelChangeTracker,model,__init__|record|history
E:\football_v\10_AI_AUTONOMOUS_ENGINE\model_self_optimizer.py,ModelSelfOptimizer,XGB|dixon|elo|model|poisson|xgboost,analyze
E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_history.py,OptimizationHistory,model,__init__|add_record|get_history
E:\football_v\10_AI_AUTONOMOUS_ENGINE\optimization_result_predictor.py,OptimizationResultPredictor,predict,predict
E:\football_v\10_AI_AUTONOMOUS_ENGINE\parameter_tuner.py,ParameterTuner,model,generate
E:\football_v\10_AI_AUTONOMOUS_ENGINE\prediction_explanation_engine.py,PredictionExplanationEngine,predict,explain
E:\football_v\10_AI_AUTONOMOUS_ENGINE\risk_gate.py,RiskGate,evaluate,evaluate
E:\football_v\10_AI_AUTONOMOUS_ENGINE\strategy_confidence_evaluator.py,StrategyConfidenceEvaluator,evaluate,evaluate
E:\football_v\10_AI_AUTONOMOUS_ENGINE\strategy_evolution_manager.py,StrategyEvolutionManager,evaluate,__init__|evaluate|recommend
E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v1_4_full_test.py,,model,
E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_4_batch_full_test.py,,predict,
E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v2_8_batch_full_test.py,,predict,
E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\autonomous_engine_v3_0_batch_full_test.py,,predict,
E:\football_v\10_AI_AUTONOMOUS_ENGINE\tests\optimization_suggestion_v1_1_full_test.py,,model,check|test
E:\football_v\10_INTEGRATION_LAYER\test\full_pipeline_test.py,,model|predict,
E:\football_v\10_INTEGRATION_LAYER\test\model_connection_test.py,,XGB|dixon|elo|model|poisson|xgboost,
E:\football_v\10_MARKET_INTELLIGENCE_LAYER\handicap_model\handicap_engine.py,HandicapEngine,model,analyze
E:\football_v\10_MARKET_INTELLIGENCE_LAYER\market_risk_model\risk_engine.py,MarketRiskEngine,model,analyze
E:\football_v\116_REAL_MATCH_PIPELINE\module.py,,predict,
E:\football_v\117_FEATURE_AUTO_GENERATOR\module.py,,predict,
E:\football_v\118_MODEL_INFERENCE_SERVICE\module.py,,model|predict,
E:\football_v\119_PREDICTION_OUTPUT_SERVICE\module.py,,predict,
E:\football_v\11_AI_ORCHESTRATION_LAYER\model_scheduler\scheduler.py,ModelScheduler,model,schedule
E:\football_v\11_System_Intelligence\ai_prediction_os.py,AIPredictionOS,predict,run
E:\football_v\11_System_Intelligence\decision_context.py,DecisionContext,model,__init__|update|get
E:\football_v\11_System_Intelligence\decision_fusion.py,DecisionFusion,model,__init__|calculate
E:\football_v\11_System_Intelligence\dixon_coles_model.py,DixonColesModel,dixon|model,adjust
E:\football_v\11_System_Intelligence\dixon_coles_trainer.py,DixonColesTrainer,dixon|dixon_coles|model|train,train
E:\football_v\11_System_Intelligence\dynamic_weight_engine.py,DynamicWeightEngine,XGB|dixon|elo|poisson|xgboost,update
E:\football_v\11_System_Intelligence\elo_engine.py,EloEngine,elo,calculate
E:\football_v\11_System_Intelligence\elo_trainer.py,EloTrainer,elo|model|train,train
E:\football_v\11_System_Intelligence\evolution_engine.py,EvolutionEngine,predict,__init__|evolve
E:\football_v\11_System_Intelligence\intelligence_fusion_engine.py,IntelligenceFusionEngine,model,fuse
E:\football_v\11_System_Intelligence\knowledge_memory_bridge.py,KnowledgeMemoryBridge,predict,__init__|store_memory|retrieve_memory|analyze_feedback
E:\football_v\11_System_Intelligence\match_prediction_engine.py,MatchPredictionEngine,predict,predict
E:\football_v\11_System_Intelligence\memory_adapter.py,MemoryAdapter,predict,adapt
E:\football_v\11_System_Intelligence\model_accuracy_memory.py,ModelAccuracyMemory,model,__init__|save
E:\football_v\11_System_Intelligence\model_adjustment_engine.py,ModelAdjustmentEngine,model,adjust
E:\football_v\11_System_Intelligence\model_conflict_detector.py,ModelConflictDetector,model,detect
E:\football_v\11_System_Intelligence\model_fusion_core.py,ModelFusionCore,model,fuse
E:\football_v\11_System_Intelligence\model_observer.py,ModelObserver,elo|model,observe
E:\football_v\11_System_Intelligence\model_optimizer.py,ModelOptimizer,XGB|dixon|dixon_coles|elo|model|poisson|xgboost,__init__|optimize
E:\football_v\11_System_Intelligence\model_weight_optimizer.py,ModelWeightOptimizer,XGB|dixon|dixon_coles|elo|model|poisson|xgboost,optimize
E:\football_v\11_System_Intelligence\poisson_model.py,PoissonModel,model|poisson,probability
E:\football_v\11_System_Intelligence\poisson_trainer.py,PoissonTrainer,model|poisson|train,train
E:\football_v\11_System_Intelligence\prediction_agent.py,PredictionAgent,predict,analyze
E:\football_v\11_System_Intelligence\prediction_evaluator.py,PredictionEvaluator,evaluate|predict,evaluate
E:\football_v\11_System_Intelligence\prediction_report.py,PredictionReport,predict,generate
E:\football_v\11_System_Intelligence\prediction_report_generator.py,PredictionReportGenerator,predict,generate
E:\football_v\11_System_Intelligence\probability_fusion_engine.py,ProbabilityFusionEngine,XGB|elo|model|poisson|xgboost,fuse
E:\football_v\11_System_Intelligence\profit_tracker.py,ProfitTracker,fit,__init__|add
E:\football_v\11_System_Intelligence\reasoning_engine.py,ReasoningEngine,evaluate,__init__|reason
E:\football_v\11_System_Intelligence\reasoning_rules.py,ReasoningRules,evaluate,evaluate
E:\football_v\11_System_Intelligence\score_prediction_engine.py,ScorePredictionEngine,predict,predict
E:\football_v\11_System_Intelligence\team_strength_engine.py,TeamStrengthEngine,evaluate,evaluate
E:\football_v\11_System_Intelligence\xgboost_predictor.py,XGBoostPredictor,XGB|model|predict|xgboost,predict
E:\football_v\11_System_Intelligence\xgboost_trainer.py,XGBoostTrainer,XGB|model|train|xgboost,train
E:\football_v\11_System_Intelligence\tests\test_phase3_12_probability.py,,XGB|elo|poisson|xgboost,test_probability
E:\football_v\11_System_Intelligence\tests\test_phase3_14_prediction.py,,predict,test_prediction
E:\football_v\11_System_Intelligence\tests\test_phase3_4_decision_fusion.py,,model,test_decision_fusion
E:\football_v\11_System_Intelligence\tests\test_phase3_6_self_learning.py,,XGB|elo|model|xgboost,test_self_learning|test_optimizer
E:\football_v\11_System_Intelligence\tests\test_phase3_system_intelligence.py,,predict,test_controller_health|test_controller_execute
E:\football_v\11_System_Intelligence\tests\test_phase4_prediction_core.py,,elo|model,test_elo|test_fusion
E:\football_v\11_System_Intelligence\tests\test_phase5_2_weight.py,,elo,test_weight
E:\football_v\11_System_Intelligence\tests\test_phase6_feedback.py,,model,test_adjust
E:\football_v\11_System_Intelligence\tests\test_phase6_training.py,,elo|train,test_training
E:\football_v\120_AI_REPORT_SERVICE\module.py,,predict,
E:\football_v\122_MODEL_STORE_LAYER\metadata_manager.py,,model,
E:\football_v\123_MODEL_WEIGHT_UPDATE_ENGINE\module.py,,model,
E:\football_v\126_MODEL_EXPLANATION_ENGINE\explanation_engine.py,,model,
E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\error_analysis\error_analyzer.py,ErrorAnalyzer,predict,analyze
E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\model_learning\learning_engine.py,ModelLearningEngine,model,learn
E:\football_v\13_REPORT_INTELLIGENCE_LAYER\model_report\model_report.py,ModelReport,model,generate
E:\football_v\13_REPORT_INTELLIGENCE_LAYER\probability_report\probability_report.py,ProbabilityReport,model,generate
E:\football_v\143_MODEL_CALL_ORCHESTRATOR\module.py,,model,check
E:\football_v\14_SYSTEM_MONITORING_LAYER\model_monitor\model_checker.py,ModelChecker,XGB|dixon|elo|model|poisson|xgboost,check
E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_initializer\database_initializer_V1.0.py,,model,run
E:\football_v\17_MODEL_STORE_LAYER\model_loader.py,,model,health
E:\football_v\17_MODEL_STORE_LAYER\module.py,ModelStore,XGB|dixon|dixon_coles|elo|load_model|model|poisson|xgboost,load_models
E:\football_v\17_MODEL_STORE_LAYER\model_artifact_manager\model_artifact_manager_V1.0.py,,model,
E:\football_v\17_MODEL_STORE_LAYER\model_cache_manager\model_cache_manager_V1.0.py,,model,add
E:\football_v\17_MODEL_STORE_LAYER\model_deployment_manager\model_deployment_manager_V1.0.py,,model,deploy
E:\football_v\17_MODEL_STORE_LAYER\model_loader\model_loader_V1.0.py,,XGB|dixon|elo|load_model|model|poisson|xgboost,load_models
E:\football_v\17_MODEL_STORE_LAYER\model_metrics_manager\model_metrics_manager_V1.0.py,,model,
E:\football_v\17_MODEL_STORE_LAYER\model_parameter_manager\model_parameter_manager_V1.0.py,,model,
E:\football_v\17_MODEL_STORE_LAYER\model_registry\model_registry_V1.0.py,,XGB|dixon|elo|model|poisson|registry|xgboost,run
E:\football_v\17_MODEL_STORE_LAYER\model_validator\model_validator_V1.0.py,,model,validate
E:\football_v\17_MODEL_STORE_LAYER\model_version_manager\model_version_manager_V1.0.py,,model,
E:\football_v\18_MODEL_EXECUTION_ENGINE\fusion_engine.py,,model,health
E:\football_v\18_MODEL_EXECUTION_ENGINE\module.py,ExecutionEngine,XGB|dixon|dixon_coles|elo|poisson|predict|xgboost,predict
E:\football_v\18_MODEL_EXECUTION_ENGINE\batch_predictor\batch_predictor_V1.0.py,,predict,
E:\football_v\18_MODEL_EXECUTION_ENGINE\feature_loader\feature_loader_V1.0.py,,XGB|dixon|dixon_coles|elo|poisson|xgboost,load_features
E:\football_v\18_MODEL_EXECUTION_ENGINE\fusion_engine\fusion_engine_V1.0.py,,XGB|dixon|elo|poisson|xgboost,fusion
E:\football_v\18_MODEL_EXECUTION_ENGINE\model_loader\model_loader_V1.0.py,,XGB|dixon|elo|load_model|model|poisson|xgboost,load_models
E:\football_v\18_MODEL_EXECUTION_ENGINE\prediction_pipeline\prediction_pipeline_V1.0.py,,predict,predict
E:\football_v\18_MODEL_EXECUTION_ENGINE\prediction_scheduler\prediction_scheduler_V1.0.py,,predict,
E:\football_v\19_API_LAYER\api_registry\api_registry_V1.0.py,,registry,
E:\football_v\19_API_LAYER\model_api\model_api_V1.0.py,,model,
E:\football_v\19_API_LAYER\prediction_api\prediction_api_V1.0.py,,predict,
E:\football_v\20_DASHBOARD_LAYER\model_dashboard\model_dashboard_V1.0.py,,model,
E:\football_v\20_DASHBOARD_LAYER\prediction_dashboard\prediction_dashboard_V1.0.py,,predict,
E:\football_v\21_PRODUCT_PACKAGE\version_registry\version_registry_V1.0.py,,registry,
E:\football_v\22_AI_FEATURE_STORE_LAYER\feature_registry.py,,registry,health_check
E:\football_v\23_MODEL_TRAINING_ENGINE\dixon_coles_trainer.py,,dixon|dixon_coles|model|train,health_check
E:\football_v\23_MODEL_TRAINING_ENGINE\elo_trainer.py,,elo|model|train,health_check
E:\football_v\23_MODEL_TRAINING_ENGINE\fusion_trainer.py,,model|train,health_check
E:\football_v\23_MODEL_TRAINING_ENGINE\module.py,,model|train,health_check
E:\football_v\23_MODEL_TRAINING_ENGINE\poisson_trainer.py,,model|poisson|train,health_check
E:\football_v\23_MODEL_TRAINING_ENGINE\xgboost_trainer.py,,XGB|model|train|xgboost,health_check
E:\football_v\23_MODEL_TRAINING_ENGINE\evaluation_engine\evaluation_engine_V2.0.py,EvaluationEngine,evaluate,evaluate
E:\football_v\23_MODEL_TRAINING_ENGINE\feature_loader\feature_loader_V2.0.py,FeatureLoader,elo,load
E:\football_v\23_MODEL_TRAINING_ENGINE\model_trainer\model_trainer_V2.0.py,ModelTrainer,model|train,train
E:\football_v\23_MODEL_TRAINING_ENGINE\tests\test_training_engine_V2.0.py,,train,test_training
E:\football_v\23_MODEL_TRAINING_ENGINE\training_pipeline\training_pipeline_V2.0.py,TrainingPipeline,train,run
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\handicap_engine.py,,predict,health_check
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\kelly_optimizer.py,,predict,health_check
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\market_risk_engine.py,,predict,health_check
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\module.py,,predict,health_check
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\probability_engine.py,,predict,health_check
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\score_prediction_engine.py,,predict,health_check
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\output_engine\prediction_report.py,PredictionReport,predict,generate
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_core\predictor.py,Predictor,predict,predict
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_models\dixon_coles_predictor.py,DixonColesPredictor,dixon|dixon_coles|predict,predict
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_models\elo_predictor.py,EloPredictor,elo|predict,predict
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_models\poisson_predictor.py,PoissonPredictor,poisson|predict,predict
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_models\xgboost_predictor.py,XGBoostPredictor,XGB|predict|xgboost,predict
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\prediction_pipeline\prediction_pipeline.py,PredictionPipeline,predict,run
E:\football_v\24_PREDICTION_INTELLIGENCE_LAYER\tests\test_prediction_engine_V2.0.py,,predict,test_prediction
E:\football_v\25_BACKTEST_ENGINE\data_split_engine\data_split_engine_V2.0.py,DataSplitEngine,train,split
E:\football_v\26_AUTOMATION_LAYER\model_scheduler.py,,model,health_check
E:\football_v\26_AUTOMATION_LAYER\prediction_job\prediction_job_V2.0.py,PredictionJob,predict,execute
E:\football_v\27_MODEL_FUSION_ENGINE\fusion_engine_V2.1.py,FusionEngine,model,run
E:\football_v\27_MODEL_FUSION_ENGINE\model_weight_engine.py,ModelWeightEngine,XGB|dixon|dixon_coles|elo|model|poisson|xgboost,calculate
E:\football_v\29_DECISION_ENGINE\decision_engine.py,DecisionEngine,predict,decide
E:\football_v\31_SELF_LEARNING_ENGINE\model_update_engine.py,ModelUpdate,model,update
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\dixon_coles_trainer_V4.0.py,,dixon|dixon_coles|train,run
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\fusion_trainer_V4.0.py,,train,run
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\poisson_trainer_V4.0.py,,poisson|train,run
E:\football_v\40_MODEL_TRAINING_PIPELINE\trainer\xgboost_trainer_V4.0.py,,XGB|train|xgboost,run
E:\football_v\53_REAL_MATCH_QUERY_ENGINE\database_reader.py,,predict,
E:\football_v\70_AI_PREDICTION_CORE\module.py,,predict,
E:\football_v\76_MODEL_FEATURE_INTEGRATION\module.py,,model,
E:\football_v\77_ELO_RUNTIME_ENGINE\module.py,,elo,
E:\football_v\78_DIXON_COLES_RUNTIME_ENGINE\module.py,,dixon|dixon_coles,
E:\football_v\79_POISSON_RUNTIME_ENGINE\module.py,,poisson,
E:\football_v\80_XGBOOST_RUNTIME_ENGINE\module.py,,XGB|xgboost,
E:\football_v\81_MODEL_FUSION_PREDICTOR\module.py,,model|predict,
E:\football_v\88_HANDICAP_PREDICTION_ENGINE\module.py,,predict,
E:\football_v\95_MODEL_FEEDBACK_ENGINE\module.py,,model,
E:\football_v\96_AI_PREDICTION_ORCHESTRATOR\module.py,,predict,
E:\football_v\97_MODEL_WEIGHT_OPTIMIZER\module.py,,model,
E:\football_v\97_TESTS\system_integration_test_V2.0.py,,predict|train,
E:\football_v\97_TESTS\integration_test\run_integration_test_V1.5.py,,model,run_test
E:\football_v\98_PREDICTION_CONFIDENCE_ENGINE\module.py,,predict,
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_builder.py,,predict,
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_importance.py,,model,
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\feature_pipeline.py,,predict,
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\fusion_runner.py,,predict,
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\kelly_engine.py,,model,health
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\match_query.py,,predict,
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_executor.py,,predict,
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_manager.py,,model,
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_registry.py,,model,health
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_runner.py,,predict,
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\model_version_manager.py,,model,health
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_engine.py,,model,health
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_pipeline.py,,predict,
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\prediction_storage.py,,predict,
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\report_generator.py,,model,health
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\result_writer.py,,predict,
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\risk_engine.py,,model,health
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\risk_filter.py,,predict,
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\rollback_manager.py,,model,
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\test_execution_engine.py,,model,health
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\test_model_store.py,,model,health
E:\football_v\99_DOCUMENTATION\architecture_cleanup\FINAL_CLEANUP_V3.0\DEPRECATED_ARCHIVE\weight_storage.py,,model,
